web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href,next_page9,next_page9-href
"1572917094-8142","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/505-Vineland-Marina-Ct-Fairfield-CA-94534/54658856_zpid/","Fairfield, CA 94534","Pre-foreclosure / auction","505 Vineland Marina Ct,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","null","4","null","$492,460","$492,460","Single Family","2002","Other","Central","Single Family","3,129 sqft","null","8","8","7","{""targetDiv"":""gpt-ad-48f116b6-6857-400e-ac02-18f88e74e375"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""505 Vineland Marina Ct"",""bd"":""4"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""54658856"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""-7567369757581393405"",""sqftrange"":""2000-2499"",""price"":""529527"",""sqft"":""2269"",""posting_url"":"""",""mlong"":""-122.144323"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94534"",""mlat"":""38.223772"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""529527"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916825-7979","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2389-Whittier-Pl-Fairfield-CA-94533/15733733_zpid/","Fairfield, CA 94533","For sale","2389 Whittier Pl,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","1,051","3","1","$369,483","$369,000","Single Family","1973","Other","No Data","Single Family","5,662 sqft","$2,034/mo","2","3","3","{""targetDiv"":""gpt-ad-9e7e1665-fb89-40f3-b1ee-121c74e27ada"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2389 Whittier Pl"",""bd"":""3"",""fsbid"":""13601"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15733733"",""lot"":""2"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""-8360204229150168087"",""sqftrange"":""1000-1499"",""price"":""369000"",""sqft"":""1051"",""posting_url"":""http://greathomes.org/mls/property/21924946"",""mlong"":""-122.005884"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94533"",""mlat"":""38.272342"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS37yp0lhqv1s60000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1970-1979"",""zestimate"":""369483"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/fairfield-ca/6_p/","NEXT","https://www.zillow.com/fairfield-ca/7_p/","","","",""
"1572917506-8401","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2426-White-Dr-Fairfield-CA-94533/63157154_zpid/","Fairfield, CA 94533","For sale","2426 White Dr,","","","3","https://www.zillow.com/fairfield-ca/3_p/","","","","","1,999","4","3","null","$479,000","Single Family","2004","Other","Central","Single Family","3,249 sqft","$2,600/mo","6","6","8","{""targetDiv"":""gpt-ad-9c633a65-0756-4db5-af69-6d8e498c16d5"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2426 White Dr"",""bd"":""4"",""fsbid"":""3031"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""63157154"",""lot"":""1"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""zguidh"":""1911320492321096425"",""sqftrange"":""1500-1999"",""price"":""479000"",""sqft"":""1999"",""posting_url"":""http://www.century21.com/property/2426-White-Dr-Fairfield-CA-94533/11899864/detail"",""mlong"":""-121.974833"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94533"",""mlat"":""38.293925"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf4kmqdonmbod1000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""2000-2009"",""zestimate"":""479000"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917623-8455","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/256-Sunnyside-Ct-Fairfield-CA-94533/15688782_zpid/","Fairfield, CA 94533","For sale","256 Sunnyside Ct,","2","https://www.zillow.com/fairfield-ca/2_p/","","","","","","","1,762","3","3","null","$345,000","Condo","1978","Other","Other","Condo","$405/month","$2,199/mo","4","3","3","{""targetDiv"":""gpt-ad-abea8be9-7d89-481f-a0c7-9405b52d99e0"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""256 Sunnyside Ct"",""bd"":""3"",""fsbid"":""2877"",""city"":""Fairfield"",""proptp"":""cnd"",""pid"":""15688782"",""lot"":""1"",""zestibuck"":""300-349k"",""listtp"":""buy_agent"",""zguidh"":""5606441951916549201"",""sqftrange"":""1500-1999"",""price"":""345000"",""sqft"":""1762"",""posting_url"":""http://www.coldwellbanker.com/listingdetail/CBVQ5PZ3/"",""mlong"":""-122.033186"",""state"":""CA"",""park"":""yes"",""prange"":""300-349k"",""zip"":""94533"",""mlat"":""38.282469"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfcm9sehkhgan1000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1970-1979"",""zestimate"":""345003"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917643-8461","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/3799-Stafford-Springs-Way-Fairfield-CA-94533/94703462_zpid/","Fairfield, CA 94533","For sale","3799 Stafford Springs Way,","2","https://www.zillow.com/fairfield-ca/2_p/","","","","","","","3,429","5","3","$660,003","$660,000","Single Family","2009","Other","Central","Single Family","10,454 sqft","$3,300/mo","6","3","3","{""targetDiv"":""gpt-ad-fbeb42f2-6ecc-4086-ad4b-c6b900dc70af"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3799 Stafford Springs Way"",""bd"":""5"",""fsbid"":""13601"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""94703462"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""-2248850742102072713"",""sqftrange"":""3000-3499"",""price"":""660000"",""sqft"":""3429"",""posting_url"":""http://greathomes.org/mls/property/21924338"",""mlong"":""-122.009601"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94533"",""mlat"":""38.290057"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISznoqec4nq8ma0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2000-2009"",""zestimate"":""660003"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917297-8270","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2478-Sanctuary-Cir-Fairfield-CA-94534/59761964_zpid/","Fairfield, CA 94534","For sale","2478 Sanctuary Cir,","","","","","4","https://www.zillow.com/fairfield-ca/4_p/","","","3,440","4","3","$738,706","$749,900","Single Family","2004","Other","Central","Single Family","9,147 sqft","$3,534/mo","7","3","null","{""targetDiv"":""gpt-ad-f21c171e-11fa-49d1-b4e1-148e9c3ab71b"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2478 Sanctuary Cir"",""bd"":""4"",""fsbid"":""14224"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""59761964"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-5268508512620294158"",""sqftrange"":""3000-3499"",""price"":""749900"",""sqft"":""3440"",""posting_url"":"""",""mlong"":""-122.059075"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94534"",""mlat"":""38.294379"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmmnvg9qgkmze1000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2000-2009"",""zestimate"":""738706"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917229-8228","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/1382-Stewart-Dr-Fairfield-CA-94533/111023490_zpid/","Fairfield, CA 94533","For sale","1382 Stewart Dr,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","3,048","4","3","null","$644,000","Single Family","2011","Other","Central","Single Family","8,276 sqft","$3,150/mo","6","3","3","{""targetDiv"":""gpt-ad-172d9d0e-3c01-4db7-b738-1a8a70d17a6b"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1382 Stewart Dr"",""bd"":""4"",""fsbid"":""2877"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""111023490"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""-7408217474363817507"",""sqftrange"":""3000-3499"",""price"":""644000"",""sqft"":""3048"",""posting_url"":""http://www.coldwellbanker.com/listingdetail/CBJNFXJ6/"",""mlong"":""-122.021508"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94533"",""mlat"":""38.305694"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrxi29mvgegsu0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""641853"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917726-8496","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2254-Pullen-Ln-Fairfield-CA-94533/63157035_zpid/","Fairfield, CA 94533","For sale","2254 Pullen Ln,","2","https://www.zillow.com/fairfield-ca/2_p/","","","","","","","3,364","4","3","$660,003","$660,000","Single Family","2004","Forced air, Other","Central, Solar, Wall","Single Family","8,712 sqft","$3,300/mo","6","6","8","{""targetDiv"":""gpt-ad-1f9d8d7e-b804-4c85-9de0-1ca33a8cc1e0"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2254 Pullen Ln"",""bd"":""4"",""fsbid"":""13601"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""63157035"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""-3077400075819252028"",""sqftrange"":""3000-3499"",""price"":""660000"",""sqft"":""3364"",""posting_url"":""http://greathomes.org/mls/property/21926070"",""mlong"":""-121.97992"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94533"",""mlat"":""38.293016"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISv43uiww3gdze0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2000-2009"",""zestimate"":""660003"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917820-8536","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/413-Oakwood-Dr-Fairfield-CA-94534/15642327_zpid/","Fairfield, CA 94534","For sale","413 Oakwood Dr,","","","","","","","","","2,278","4","3","$735,006","$735,000","Single Family","1988","Forced air, Other","Central","Single Family","9,147 sqft","$3,496/mo","8","8","7","{""targetDiv"":""gpt-ad-8e4a5495-e59c-470b-acb6-429f2db376ef"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""413 Oakwood Dr"",""bd"":""4"",""fsbid"":""13601"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15642327"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""3487107440971179114"",""sqftrange"":""2000-2499"",""price"":""735000"",""sqft"":""2278"",""posting_url"":""http://greathomes.org/mls/property/21927815"",""mlong"":""-122.128207"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94534"",""mlat"":""38.234149"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjn96rvbo6lh91000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""1980-1989"",""zestimate"":""735006"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917098-8145","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2872-Gulf-Dr-Fairfield-CA-94533/15730412_zpid/","Fairfield, CA 94533","Pre-foreclosure","2872 Gulf Dr,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","1,953","4","3","$427,521","$427,521","Single Family","1978","Forced air, Other","Central, Solar","Single Family","6,534 sqft","null","4","3","3","{""targetDiv"":""gpt-ad-2d91eca8-4cfd-4d22-9506-22b4bb6ae31d"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2872 Gulf Dr"",""bd"":""4"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15730412"",""lot"":""2"",""zestibuck"":""450-499k"",""listtp"":""buy_foreclosure"",""zguidh"":""-1016843791694847127"",""sqftrange"":""1500-1999"",""price"":""400000"",""sqft"":""1953"",""posting_url"":"""",""mlong"":""-122.020336"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94533"",""mlat"":""38.281318"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmykt66l8vj5q1000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1970-1979"",""zestimate"":""459700"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917499-8398","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/4970-Paramount-Ct-Fairfield-CA-94534/69028024_zpid/","Fairfield, CA 94534","For sale","4970 Paramount Ct,","","","3","https://www.zillow.com/fairfield-ca/3_p/","","","","","2,353","4","2","$553,427","$595,000","Single Family","2007","Forced air","Central","Single Family","10,855 sqft","$2,787/mo","7","8","7","{""targetDiv"":""gpt-ad-3af2e2a4-5f26-4390-b67c-ba65ab49b9ef"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""4970 Paramount Ct"",""bd"":""4"",""fsbid"":""14363"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""69028024"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""8011570615601215110"",""sqftrange"":""2000-2499"",""price"":""595000"",""sqft"":""2353"",""posting_url"":""https://www.homebay.com/property/4970-Paramount-Ct-94534-6438"",""mlong"":""-122.141484"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94534"",""mlat"":""38.164767"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjvvom0nslti41000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""593166"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917125-8163","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2402-La-Salle-Ct-Fairfield-CA-94533/15642914_zpid/","Fairfield, CA 94533","Pre-foreclosure","2402 La Salle Ct,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","1,284","4","2","$382,818","$382,818","Single Family","1977","Other","Central","Single Family","6,534 sqft","null","2","5","null","{""targetDiv"":""gpt-ad-d69eebdf-24e3-494d-a81e-c58f625651b5"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2402 La Salle Ct"",""bd"":""4"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15642914"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_foreclosure"",""zguidh"":""5567784944548691806"",""sqftrange"":""1000-1499"",""price"":""411633"",""sqft"":""1284"",""posting_url"":"""",""mlong"":""-122.075315"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94533"",""mlat"":""38.242015"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IShn5r0qgcobkp1000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1970-1979"",""zestimate"":""411633"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917442-8362","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/1574-Tommy-Ln-Fairfield-CA-94533/79851564_zpid/","Fairfield, CA 94533","For sale","1574 Tommy Ln,","","","3","https://www.zillow.com/fairfield-ca/3_p/","","","","","1,819","3","3","$453,062","$452,999","Single Family","2005","Other","Central","Single Family","3,484 sqft","$2,400/mo","4","3","3","{""targetDiv"":""gpt-ad-ff794496-cd6e-4550-9570-8a8520fc36dc"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1574 Tommy Ln"",""bd"":""3"",""fsbid"":""13601"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""79851564"",""lot"":""1"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""zguidh"":""192785010843729343"",""sqftrange"":""1500-1999"",""price"":""452999"",""sqft"":""1819"",""posting_url"":""http://greathomes.org/mls/property/21922446"",""mlong"":""-121.998292"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94533"",""mlat"":""38.281042"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfksr8f9yfvrl1000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""2000-2009"",""zestimate"":""453062"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917392-8329","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/5070-Lakeview-Cir-Fairfield-CA-94534/15741124_zpid/","Fairfield, CA 94534","Auction","5070 Lakeview Cir,","","","3","https://www.zillow.com/fairfield-ca/3_p/","","","","","null","3","null","null","$449,387","Single Family","1986","Other","Central","Single Family","5,227 sqft","$2,695/mo","5","7","null","{""targetDiv"":""gpt-ad-ce1d98ce-ef33-43b6-8c9c-d4daa9c68c8e"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5070 Lakeview Cir"",""bd"":""3"",""fsbid"":""16886"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15741124"",""lot"":""1"",""zestibuck"":""450-499k"",""listtp"":""buy_foreclosure"",""zguidh"":""-3900817274583089413"",""sqftrange"":""1500-1999"",""price"":""449387"",""sqft"":""1592"",""posting_url"":""http://www.auction.com/details/5070-lakeview-cir-fairfield-ca-94534-2857407-e_13807/?utm_source=zillow&utm_medium=feed&utm_campaign=trustee&utm_name=partner"",""mlong"":""-122.14199"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94534"",""mlat"":""38.182326"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnmzg9n45hz2f1000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1980-1989"",""zestimate"":""482903"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917639-8459","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/1025-Hayes-St-Fairfield-CA-94533/15645035_zpid/","Fairfield, CA 94533","For sale","1025 Hayes St,","2","https://www.zillow.com/fairfield-ca/2_p/","","","","","","","980","3","1","$289,724","$289,000","Single Family","1953","Other","None","Single Family","5,227 sqft","$2,129/mo","3","2","5","{""targetDiv"":""gpt-ad-166d6cbf-cc55-4ad3-81bd-3b5985a77d44"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1025 Hayes St"",""bd"":""3"",""fsbid"":""16701"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15645035"",""lot"":""1"",""zestibuck"":""250-299k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-612840113669872795"",""sqftrange"":""500-999"",""price"":""289000"",""sqft"":""980"",""posting_url"":""http://www.erikacarrasco.com"",""mlong"":""-122.054536"",""state"":""CA"",""prange"":""250-299k"",""zip"":""94533"",""mlat"":""38.253471"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS33jjan1c7pqx0000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""yrblt"":""1940-1959"",""zestimate"":""289724"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917376-8319","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2512-Kingsmill-Ln-Fairfield-CA-94534/15724112_zpid/","Fairfield, CA 94534","For sale","2512 Kingsmill Ln,","","","","","4","https://www.zillow.com/fairfield-ca/4_p/","","","2,101","3","2","null","$599,000","Single Family","1988","Other","Central","Single Family","10,018 sqft","$2,748/mo","7","7","null","{""targetDiv"":""gpt-ad-2ad7ed49-b614-4114-be1d-55eecd1ba638"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2512 Kingsmill Ln"",""bd"":""3"",""fsbid"":""2877"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15724112"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-5945798687484811413"",""sqftrange"":""2000-2499"",""price"":""599000"",""sqft"":""2101"",""posting_url"":""http://www.coldwellbanker.com/listingdetail/CBWP9339/"",""mlong"":""-122.071551"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94534"",""mlat"":""38.278241"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf8zsgzqhzy690000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1980-1989"",""zestimate"":""599000"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917186-8200","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2978-Rockville-Rd-Fairfield-CA-94534/2082735387_zpid/","Fairfield, CA 94534","For sale","2978 Rockville Rd,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","5,832","3","2","$1,434,648","$1,500,000","Single Family","No Data","No Data","No Data","Single Family","1.23 acres","$6,855/mo","7","7","null","{""targetDiv"":""gpt-ad-2d91500b-cdaf-4e3b-81fb-e38ad2a2dfe2"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94534"",""aamgnrc1"":""2978 Rockville Rd"",""mlat"":""38.24913"",""bd"":""3"",""fsbid"":""13601"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISb1nf7977wrad1000000000.jpg"",""zusr"":""true"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""2082735387"",""price_band"":""z1m"",""zestimate"":""1434648"",""lot"":""6"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""-3598272678644036046"",""premieragent"":""no"",""sqftrange"":""5000-5999"",""price"":""1500000"",""sqft"":""5832"",""posting_url"":""http://greathomes.org/mls/property/21924124"",""mlong"":""-122.075876"",""state"":""CA"",""prange"":""1_5-1_999m""}}","null","null","null","null","","","","","","","",""
"1572916951-8054","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/1986-Hancock-Dr-Fairfield-CA-94533/241450543_zpid/","Fairfield, CA 94533","For sale","1986 Hancock Dr,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","3,524","5","5","$664,811","$672,095","Single Family","2019","No Data","No Data","Single Family","5,662 sqft","null","6","6","8","{""targetDiv"":""gpt-ad-57c113f0-6807-4012-9069-207819909464"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1986 Hancock Dr"",""bd"":""5"",""fsbid"":""13601"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""241450543"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-1871744310028068614"",""sqftrange"":""3500-3999"",""price"":""672095"",""oh"":""yes"",""sqft"":""3524"",""posting_url"":""http://greathomes.org/mls/property/21918522"",""mlong"":""-121.97789"",""state"":""CA"",""prange"":""600-699k"",""zip"":""94533"",""mlat"":""38.30122"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7y1apjnyfm750000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""664811"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/fairfield-ca/6_p/","","","","","",""
