web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href,next_page9,next_page9-href
"1572917747-8504","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/725-Rocky-Creek-Ter-Brentwood-CA-94513/18284195_zpid/","Brentwood, CA 94513","For sale","725 Rocky Creek Ter,","2","https://www.zillow.com/brentwood-ca/2_p/","","","","","","","1,141","3","2","$440,004","$440,000","Single Family","1989","Other","Central","Single Family","4,399 sqft","null","7","7","9","{""targetDiv"":""gpt-ad-57bcfe3a-ac32-4e60-a6ef-9545fd5063ff"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""725 Rocky Creek Ter"",""bd"":""3"",""fsbid"":""13599"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""18284195"",""lot"":""1"",""zestibuck"":""400-449k"",""listtp"":""buy_agent"",""zguidh"":""-2826273983145950598"",""sqftrange"":""1000-1499"",""price"":""440000"",""sqft"":""1141"",""posting_url"":""https://www.bhhs.com/drysdaleproperties-ca326/ca/725-rocky-creek-ter-brentwood-94513/pid-2186975015?lead=MemberKey%3D431372%26LeadBrand%3D11413101711000010000"",""mlong"":""-121.712721"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94513"",""mlat"":""37.935605"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3j3ugshg6h3g1000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1980-1989"",""zestimate"":""440004"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917576-8435","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1721-Latour-Ave-Brentwood-CA-94513/82852762_zpid/","Brentwood, CA 94513","For sale","1721 Latour Ave,","","","3","https://www.zillow.com/brentwood-ca/3_p/","","","","","2,721","2","3","$1,143,255","$1,172,000","Single Family","2007","Forced air","Central","Single Family","9,112 sqft","$3,950/mo","7","8","9","{""targetDiv"":""gpt-ad-ea5cb9dd-a509-43bd-a14f-d7d804dd7681"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1721 Latour Ave"",""bd"":""2"",""fsbid"":""14106"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""82852762"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""4801861571247730882"",""sqftrange"":""2500-2999"",""price"":""1172000"",""sqft"":""2721"",""posting_url"":""http://carolynyoung.com"",""mlong"":""-121.731666"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94513"",""mlat"":""37.906847"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7ihnxp4di66j1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2000-2009"",""zestimate"":""1143255"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916836-7986","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/2700-empire/2083378623_zpid/","Brentwood, CA 94513","New construction","2045 Gemina Way,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,960","4","3","None","$667,338","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","8","7","{""targetDiv"":""gpt-ad-f81fb157-0b01-4cfe-ab05-f90e92fe4064"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" TKVDRX"",""aamgnrc1"":""Empire Avenue & Claudia Ln"",""bd"":""4"",""fsbid"":""13050"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083896792"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""stale"":""yes"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""667338"",""sqft"":""2960"",""posting_url"":""https://www.khov.com/find-new-homes/california/brentwood/94531/k-hovnanian-homes/2700-empire?ref=ZLO"",""state"":""CA"",""mlong"":""-121.732359"",""cnty"":""Contra_Costa"",""prange"":""600-699k"",""zip"":""94531"",""mlat"":""37.964668"",""plid"":""13414524"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS2337ikpjtrp60000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""667338"",""premieragent"":""no"",""builderChatId"":""13050-813715"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","","","",""
"1572917861-8553","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/trilogy-at-vineyards/2085742099_zpid/","Brentwood, CA 94513","New construction","Buildable plan: Vin Santo, Trilogy at The Vineyards,","","","","","","","","","1,841","2","2","$635,708","$642,499","Single Family","2019","No Data","No Data","Single Family","No Data","null","7","8","9","{""targetDiv"":""gpt-ad-5525a987-1042-471b-be85-57b996dd9ff0"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" L69XDQ"",""aamgnrc1"":""1700 Trilogy Pkwy"",""bd"":""2"",""fsbid"":""13022"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2085742099"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""642499"",""sqft"":""1841"",""posting_url"":""https://www.sheahomes.com/new-homes/california/bay-area/brentwood/trilogy-at-the-vineyards/vin-santo/"",""state"":""CA"",""mlong"":""-121.729386"",""cnty"":""Contra_Costa"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.898937"",""plid"":""4345"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISalms0b1attfj1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""635708"",""premieragent"":""no"",""builderChatId"":""13022-807195"",""dma"":""37""}}","null","null","null","null","","","","","","","",""
"1572917714-8491","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1532-Solitude-Way-Brentwood-CA-94513/64547237_zpid/","Brentwood, CA 94513","For sale","1532 Solitude Way,","2","https://www.zillow.com/brentwood-ca/2_p/","","","","","","","3,129","5","3","$718,648","$720,000","Single Family","2004","Forced air","Central","Single Family","5,876 sqft","null","6","7","7","{""targetDiv"":""gpt-ad-2faa135b-1548-47c6-8d0d-a887a6716726"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1532 Solitude Way"",""bd"":""5"",""fsbid"":""14106"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""64547237"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""4663752568508984786"",""sqftrange"":""3000-3499"",""price"":""720000"",""sqft"":""3129"",""posting_url"":"""",""mlong"":""-121.723542"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94513"",""mlat"":""37.965068"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbdow6htxzpq00000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2000-2009"",""zestimate"":""718648"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917475-8381","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/48-Rockwell-St-Brentwood-CA-94513/54624570_zpid/","Brentwood, CA 94513","For sale","48 Rockwell St,","","","3","https://www.zillow.com/brentwood-ca/3_p/","","","","","2,175","5","3","$519,902","$519,900","Single Family","2001","Forced air","Central","Single Family","5,079 sqft","$2,800/mo","7","6","7","{""targetDiv"":""gpt-ad-1628d6c7-27ac-42e1-8b25-4d22eb9b28a0"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""48 Rockwell St"",""bd"":""5"",""fsbid"":""15263"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""54624570"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""1060972522661882475"",""sqftrange"":""2000-2499"",""price"":""519900"",""sqft"":""2175"",""posting_url"":""http://www.sharphomesonline.com"",""mlong"":""-121.692276"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.924273"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrhuwvzzqoeft1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""519902"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916462-7763","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/8365-Brentwood-Blvd-Brentwood-CA-94513/2084386123_zpid/","Brentwood, CA 94513","Lot/land","8365 Brentwood Blvd,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","null","0.55 acres","null","None","$495,000","null","null","null","null","null","null","$1,945/mo","7","6","7","{""targetDiv"":""gpt-ad-c7d72c61-abfa-4252-a595-345bb2e59148"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94513"",""aamgnrc1"":""8365 Brentwood Blvd"",""mlat"":""37.932608"",""bd"":""0"",""fsbid"":""15263"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISm28ycpxsys681000000000.jpg"",""zusr"":""true"",""city"":""Brentwood"",""proptp"":""lot"",""pid"":""2084386123"",""lot"":""4"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-4232595671996942379"",""premieragent"":""no"",""price"":""495000"",""posting_url"":""http://www.PrimeVintageRealty.com"",""mlong"":""-121.696872"",""state"":""CA"",""prange"":""450-499k""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","NEXT","https://www.zillow.com/brentwood-ca/8_p/","NEXT","https://www.zillow.com/brentwood-ca/9_p/"
"1572916639-7866","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/terrene/301029009_zpid/","Brentwood, CA 94513","New construction","117 Scott Creek Way,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,566","4","3","None","$594,990","Single Family","2019","No Data","No Data","Single Family","0.08 acres","null","7","8","9","{""targetDiv"":""gpt-ad-cdb0f346-714e-4d39-a1cc-fcf9b2fc6e7f"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" P2RXYI"",""aamgnrc1"":""285 Bear Creek Dr"",""bd"":""4"",""fsbid"":""11274"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083973844"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""594990"",""sqft"":""2566"",""posting_url"":""https://www.pulte.com/homes/california/bay-area/brentwood/terrene-210197?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=43285&nhf_listing_type=community&utm_term=comm_Terrene&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.692167"",""cnty"":""Contra_Costa"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.945958"",""plid"":""14134947"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf8bicmpntgsn1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""594993"",""premieragent"":""no"",""builderChatId"":""11274-819411"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","NEXT","https://www.zillow.com/brentwood-ca/8_p/","",""
"1572916495-7775","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/2081-Sangria-St-Brentwood-CA-94513/301029197_zpid/","Brentwood, CA 94513","New construction","2081 Sangria St,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","1,295","2","2","$525,799","$527,654","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","6","7","7","{""targetDiv"":""gpt-ad-db3d4816-6ecd-4d4a-82f7-67c58275cd07"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2081 Sangria St"",""bd"":""2"",""fsbid"":""13022"",""city"":""Brentwood"",""proptp"":""twn"",""pid"":""301029197"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1000-1499"",""price"":""527654"",""sqft"":""1295"",""posting_url"":""https://www.sheahomes.com/new-homes/california/bay-area/brentwood/barcelona/aria/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=522501&nhf_listing_type=plan&utm_term=plan_Aria&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.722758"",""cnty"":""Contra_Costa"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.895376"",""plid"":""21824965"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISr1ex8cg0iwau0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""525799"",""premieragent"":""no"",""builderChatId"":""13022-807182"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","NEXT","https://www.zillow.com/brentwood-ca/8_p/","NEXT","https://www.zillow.com/brentwood-ca/9_p/"
"1572917172-8192","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/000-Eden-Plains-Rd-Brentwood-CA-94513/2101416860_zpid/","Brentwood, CA 94513","Lot/land","000 Eden Plains Rd,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","null","38.8 acres","null","None","$850,000","null","null","null","null","null","null","$2,100/mo","3","7","null","{""targetDiv"":""gpt-ad-b31991fe-03cb-4f70-a006-b08c0fb0064a"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94513"",""aamgnrc1"":""000 Eden Plains Rd"",""mlat"":""37.95"",""bd"":""0"",""fsbid"":""15912"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvk3xhf2opww91000000000.jpg"",""zusr"":""true"",""city"":""Brentwood"",""proptp"":""lot"",""pid"":""2101416860"",""lot"":""10"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-392998300124429927"",""premieragent"":""no"",""sqftrange"":""10000_and_up"",""price"":""850000"",""sqft"":""1690128"",""posting_url"":""https://www.weichert.com/75396934/?GCID=C10566x187"",""mlong"":""-121.659392"",""state"":""CA"",""prange"":""800-899k""}}","null","null","null","null","","","","","","","",""
"1572917701-8485","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/325-Bougainvilla-Dr-Brentwood-CA-94513/166400402_zpid/","Brentwood, CA 94513","For sale","325 Bougainvilla Dr,","2","https://www.zillow.com/brentwood-ca/2_p/","","","","","","","2,689","4","4","$615,617","$619,000","Single Family","2016","No Data","No Data","Single Family","4,356 sqft","$3,000/mo","6","6","7","{""targetDiv"":""gpt-ad-d6b06157-8b79-4eec-90bc-9d37f9cf10d2"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""325 Bougainvilla Dr"",""bd"":""4"",""fsbid"":""13601"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""166400402"",""lot"":""1"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""8140336062383809405"",""sqftrange"":""2500-2999"",""price"":""619000"",""sqft"":""2689"",""posting_url"":""http://greathomes.org/mls/property/21923989"",""mlong"":""-121.701944"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.935061"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfsqnueonw0kq0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""615617"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916589-7831","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/terrene/301028164_zpid/","Brentwood, CA 94513","New construction","163 Scott Creek Way,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,217","3","3","None","$574,990","Single Family","2019","No Data","No Data","Single Family","0.08 acres","null","7","8","9","{""targetDiv"":""gpt-ad-b455eadc-e7ea-412f-b81e-c75846789006"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 8XL33A"",""aamgnrc1"":""285 Bear Creek Dr"",""bd"":""3"",""fsbid"":""11274"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083973841"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2000-2499"",""price"":""574990"",""sqft"":""2217"",""posting_url"":""https://www.pulte.com/homes/california/bay-area/brentwood/terrene-210197?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=43285&nhf_listing_type=community&utm_term=comm_Terrene&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.692167"",""cnty"":""Solano"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.945958"",""plid"":""14134947"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISifn3k879a7mi0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""575081"",""premieragent"":""no"",""builderChatId"":""11274-819411"",""dma"":""35""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","NEXT","https://www.zillow.com/brentwood-ca/8_p/","",""
"1572917140-8171","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1637-Shiraz-Ct-Brentwood-CA-94513/95417837_zpid/","Brentwood, CA 94513","For sale","1637 Shiraz Ct,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,651","2","3","$1,140,832","$1,169,000","Single Family","2012","Forced air","Central","Single Family","0.33 acres","$3,500/mo","7","8","9","{""targetDiv"":""gpt-ad-1a264183-4846-417f-ab66-4bf7ea5eda73"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1637 Shiraz Ct"",""bd"":""2"",""fsbid"":""15263"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""95417837"",""lot"":""3"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-8826739756788942228"",""sqftrange"":""2500-2999"",""price"":""1169000"",""sqft"":""2651"",""posting_url"":"""",""mlong"":""-121.726679"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94513"",""mlat"":""37.903031"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISalumdnpd44gi1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1140832"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916621-7855","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/terrene/301029044_zpid/","Brentwood, CA 94513","New construction","175 Scott Creek Way,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,409","3","3","None","$584,990","Single Family","2019","No Data","No Data","Single Family","0.08 acres","null","7","8","9","{""targetDiv"":""gpt-ad-ba3538e4-eaa1-49bc-b6ed-cada5310760b"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" TQG7E1"",""aamgnrc1"":""285 Bear Creek Dr"",""bd"":""3"",""fsbid"":""11274"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083973838"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2000-2499"",""price"":""584990"",""sqft"":""2409"",""posting_url"":""https://www.pulte.com/homes/california/bay-area/brentwood/terrene-210197?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=43285&nhf_listing_type=community&utm_term=comm_Terrene&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.692167"",""cnty"":""San_Joaquin"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.945958"",""plid"":""14134947"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjbwf8pqk5fjo0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""584993"",""premieragent"":""no"",""builderChatId"":""11274-819411"",""dma"":""35""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","NEXT","https://www.zillow.com/brentwood-ca/8_p/","",""
"1572917797-8526","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1065-Mill-Creek-Way-Brentwood-CA-94513/18286497_zpid/","Brentwood, CA 94513","For sale","1065 Mill Creek Way,","2","https://www.zillow.com/brentwood-ca/2_p/","","","","","","","1,878","4","2","$570,001","$570,000","Single Family","1999","Forced air","Central","Single Family","7,701 sqft","$2,800/mo","7","7","9","{""targetDiv"":""gpt-ad-20a34302-4fac-4467-82a4-4d1c41b7ad06"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1065 Mill Creek Way"",""bd"":""4"",""fsbid"":""14106"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""18286497"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-1581697853737969610"",""sqftrange"":""1500-1999"",""price"":""570000"",""sqft"":""1878"",""posting_url"":""http://www.heritagerei.com"",""mlong"":""-121.730312"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.940799"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzz930ujrn03y0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1990-1999"",""zestimate"":""570001"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917886-8563","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/912-Centennial-Dr-Brentwood-CA-94513/68035110_zpid/","Brentwood, CA 94513","For sale","912 Centennial Dr,","","","","","","","","","1,945","2","2","$559,003","$559,000","Single Family","2003","Forced air","Central","Single Family","5,702 sqft","$2,650/mo","7","8","9","{""targetDiv"":""gpt-ad-9c96b8ce-3ee7-4716-bddc-8d59a6f41323"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""912 Centennial Dr"",""bd"":""2"",""fsbid"":""15263"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""68035110"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-6849207364206066309"",""sqftrange"":""1500-1999"",""price"":""559000"",""sqft"":""1945"",""posting_url"":""http://www.sandythom.com"",""mlong"":""-121.720964"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.910186"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISb17bl4sglrdk0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""559003"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917939-8582","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/barcelona/2082239429_zpid/","Brentwood, CA 94513","New construction","Buildable plan: Valletta, Barcelona,","","","","","","","","","1,678","2","3","$519,990","$519,990","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","7","8","9","{""targetDiv"":""gpt-ad-ef063006-8383-4eb2-bbbc-d1eecdab4d60"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" ILUZ7A"",""aamgnrc1"":""1511 Spumante Ln"",""bd"":""2"",""fsbid"":""13022"",""city"":""Brentwood"",""proptp"":""twn"",""pid"":""2082239429"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""519990"",""sqft"":""1678"",""posting_url"":""https://www.sheahomes.com/new-homes/california/bay-area/brentwood/barcelona/valletta/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=614730&nhf_listing_type=plan&utm_term=plan_Valletta&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.723073"",""cnty"":""Contra_Costa"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.894253"",""plid"":""21824965"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS376s7i4vv3jl0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""519990"",""premieragent"":""no"",""builderChatId"":""13022-807182"",""dma"":""37""}}","null","null","null","null","","","","","","","",""
