web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,page6,page6-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572919154-9002","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/17009-Saint-Brendan-Loop-Morgan-Hill-CA-95037/300479848_zpid/","Morgan Hill, CA 95037","New construction","17009 Saint Brendan Loop,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","1,791","3","3","$1,075,901","$1,075,900","Single Family","2019","Other","No Data","Single Family","4,501 sqft","null","3","6","8","{""targetDiv"":""gpt-ad-a10969b2-6b40-493c-bfcf-96220925e798"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""17009 Saint Brendan Loop"",""bd"":""3"",""fsbid"":""13809"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""300479848"",""lot"":""1"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""1075900"",""sqft"":""1791"",""posting_url"":""https://www.tripointehomes.com/northern-california/madison-gate/homesite-d003/?utm_medium=referral&utm_source=zillow-feed&nhf_channel=6&nhf_listing_id=868535&nhf_listing_type=home&utm_term=home_17009SaintBrendanLoop&utm_campaign=tripointe-zillow-feed"",""state"":""CA"",""mlong"":""-121.637923"",""cnty"":""Santa_Clara"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.131727"",""plid"":""3612691"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3jnh0b2lxrvf1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Lakewood"",""yrblt"":""2010-2019"",""zestimate"":""1075901"",""premieragent"":""no"",""builderChatId"":""13809-785772"",""dma"":""37""}}","null","null","null","null"
"1572919934-9859","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/19431-Dougherty-Ave-Morgan-Hill-CA-95037/112083637_zpid/","Morgan Hill, CA 95037","For sale","19431 Dougherty Ave,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","2,423","4","3","null","$1,149,900","Single Family","2010","Forced air","Central","Single Family","4,260 sqft","$3,995/mo","2","6","8","{""targetDiv"":""gpt-ad-9490be8e-6b72-450a-9dcf-7befc6f7cebf"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""19431 Dougherty Ave"",""bd"":""4"",""fsbid"":""4383"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""112083637"",""lot"":""1"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""5709707729707421208"",""sqftrange"":""2000-2499"",""price"":""1149900"",""sqft"":""2423"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/morgan-hill/19431-dougherty-ave/pid_32466343/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-121.678602"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.152408"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf4c08e072s881000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1149909"",""premieragent"":""no""}}","null","null","null","null"
"1572919315-9181","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/0-Uvas-Rd-LOT-0-Morgan-Hill-CA-95037/2084310366_zpid/","Morgan Hill, CA 95037","Lot/land","0 Uvas Rd LOT 0,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","null","68.68 acres","null","None","$1,850,000","null","null","null","null","null","null","$3,065/mo","7","4","7","{""targetDiv"":""gpt-ad-8bdedbb5-d17c-4caa-81a3-083b82309e29"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Lot 0"",""zip"":""95037"",""aamgnrc1"":""0 Uvas Rd"",""mlat"":""37.062193"",""bd"":""0"",""fsbid"":""15463"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISah72r0zx52ko1000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""2084310366"",""lot"":""11"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""9117821123626295800"",""premieragent"":""no"",""price"":""1850000"",""posting_url"":""http://www.brehome.com"",""mlong"":""-121.681661"",""state"":""CA"",""prange"":""1_5-1_999m""}}","null","null","null","null"
"1572920084-9968","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/17064-Holiday-Dr-Morgan-Hill-CA-95037/19846104_zpid/","Morgan Hill, CA 95037","For sale","17064 Holiday Dr,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","2,354","4","3","$974,632","$985,000","Single Family","1965","Forced air","Central","Single Family","0.51 acres","$3,800/mo","6","4","7","{""targetDiv"":""gpt-ad-4c3dd078-7116-4751-abe8-2532ec364caa"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""17064 Holiday Dr"",""bd"":""4"",""fsbid"":""13599"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19846104"",""lot"":""4"",""zestibuck"":""900-999k"",""listtp"":""buy_agent"",""zguidh"":""4584578050041262"",""sqftrange"":""2000-2499"",""price"":""985000"",""sqft"":""2354"",""posting_url"":""https://www.bhhs.com/franciscanproperties-ca321/ca/17064-holiday-drive-morgan-hill-95037/pid-2186060211?lead=MemberKey%3D123983%26LeadBrand%3D11413101001000010000"",""mlong"":""-121.593255"",""state"":""CA"",""park"":""yes"",""prange"":""900-999k"",""zip"":""95037"",""mlat"":""37.149394"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzj9w1py5az5u0000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""yrblt"":""1960-1969"",""zestimate"":""974632"",""premieragent"":""no""}}","null","null","null","null"
"1572919601-9508","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/15525-Monterey-Rd-Morgan-Hill-CA-95037/2084143422_zpid/","Morgan Hill, CA 95037","For sale","15525 Monterey Rd,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","1,647","3","3","$805,604","$766,195","Townhouse","2019","Forced air","Central","Townhouse","1,646 sqft","$3,300/mo","7","4","8","{""targetDiv"":""gpt-ad-eeefe690-a903-4196-8380-9e85b414b12d"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""15525 Monterey Rd"",""bd"":""3"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""twn"",""pid"":""2084143422"",""lot"":""1"",""zestibuck"":""800-899k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-3738558969707931459"",""sqftrange"":""1500-1999"",""price"":""766195"",""sqft"":""1647"",""posting_url"":""http://www.vandaele.com"",""mlong"":""-121.636798"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""95037"",""mlat"":""37.108337"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzz5ohy1for9f0000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""yrblt"":""2010-2019"",""zestimate"":""805604"",""premieragent"":""no""}}","null","null","null","null"
"1572919138-8983","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/16275-Condit-Rd-Morgan-Hill-CA-95037/153562550_zpid/","Morgan Hill, CA 95037","Lot/land","16275 Condit Rd,","","","","","","","","","6","https://www.zillow.com/morgan-hill-ca/6_p/","null","1.5 acres","null","None","$1,588,888","null","null","null","null","null","null","$2,850/mo","6","7","null","{""targetDiv"":""gpt-ad-7aeccd32-9cd9-456f-b944-29bc700aa8f9"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""16275 Condit Rd"",""mlat"":""37.123634"",""bd"":""0"",""fsbid"":""3020"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfk0u7ap3tlec0000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""153562550"",""lot"":""6"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""3321912482867068074"",""premieragent"":""no"",""price"":""1588888"",""posting_url"":""http://www.homeresearch.com/Listing/Detail/125642?src=zillow"",""mlong"":""-121.627323"",""state"":""CA"",""prange"":""1_5-1_999m""}}","null","null","null","null"
"1572919677-9597","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/259-Forest-Dr-259-Morgan-Hill-CA-95037/2083373904_zpid/","Morgan Hill, CA 95037","For sale","259 Forest Dr # 259,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","1,204","2","2","$383,433","$385,000","Mobile / Manufactured","1984","Forced air","Central","Mobile / Manufactured","$320","$2,825/mo","2","8","null","{""targetDiv"":""gpt-ad-3d8fdd10-3ee0-4271-944d-26b448da8f6f"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 259"",""aamgnrc1"":""259 Forest Dr"",""bd"":""2"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""mm"",""pid"":""2083373904"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""2576679359421424666"",""sqftrange"":""1000-1499"",""price"":""385000"",""sqft"":""1204"",""posting_url"":""http://www.realestateficks.com"",""mlong"":""-121.638681"",""state"":""CA"",""prange"":""350-399k"",""zip"":""95037"",""mlat"":""37.093089"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISv0ozpg2mkqn11000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1980-1989"",""zestimate"":""383433"",""premieragent"":""no""}}","null","null","null","null"
"1572920309-10069","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/18506-Monterey-St-Morgan-Hill-CA-95037/89474728_zpid/","Morgan Hill, CA 95037","For sale","18506 Monterey St,","","","","","","","","","","","1,773","3","3","$748,006","$748,000","Townhouse","2015","Forced air","Central","Townhouse","1,189 sqft","$3,295/mo","3","6","8","{""targetDiv"":""gpt-ad-df2721aa-e70c-4d3c-bd2f-8d24f55580f7"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""18506 Monterey St"",""bd"":""3"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""twn"",""pid"":""89474728"",""lot"":""1"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""5528917528706798791"",""sqftrange"":""1500-1999"",""price"":""748000"",""sqft"":""1773"",""posting_url"":""http://AliDeStasio.com"",""mlong"":""-121.66347"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""95037"",""mlat"":""37.144416"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISr1mjz5hjloxr0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2010-2019"",""zestimate"":""748006"",""premieragent"":""no""}}","null","null","null","null"
"1572919226-9080","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2082558688_zpid/","Morgan Hill, CA 95037","New construction","Lot #0067, Borello Ranch Estates,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","4,167","3","4","None","$1,975,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-efc2b65e-e03c-4d03-8c15-cca01a66fcad"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" VCVQTH"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""3"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898931"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""4000-4499"",""price"":""1975995"",""sqft"":""4167"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Campagna"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Contra_Costa"",""prange"":""1_5-1_999m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISe0t2muzz9ejc1000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
"1572920240-10055","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/lantana/2085121945_zpid/","Morgan Hill, CA 95037","New construction","Buildable plan: Residence Nine, Lantana,","","","","","","","","","","","3,166","4","4","$1,424,450","$1,479,000","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-0dfe7d00-081a-4d69-bb32-c061e6358346"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" S6UUIW"",""aamgnrc1"":""Appointment Only"",""bd"":""4"",""fsbid"":""11527"",""city"":""Morgan_Hill"",""proptp"":""twn"",""pid"":""2085121945"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3000-3499"",""price"":""1479000"",""sqft"":""3166"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/morgan-hill/lantana?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahlen_listing_zillowtrulia_lantana"",""state"":""CA"",""mlong"":""-121.646"",""cnty"":""Santa_Clara"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.1579"",""plid"":""11320518"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISn2wke4oneeoa0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1424450"",""premieragent"":""no"",""builderChatId"":""11527-814446"",""dma"":""37""}}","null","null","null","null"
"1572919955-9876","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/17545-Chesbro-Lake-Dr-Morgan-Hill-CA-95037/19851036_zpid/","Morgan Hill, CA 95037","Lot/land","17545 Chesbro Lake Dr,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","null","9 acres","null","None","$280,000","null","null","null","null","null","null","$3,800/mo","4","4","8","{""targetDiv"":""gpt-ad-d4245c82-c855-4a56-9575-9d810217399e"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""17545 Chesbro Lake Dr"",""mlat"":""37.117982"",""bd"":""5"",""fsbid"":""13698"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrlx1xfce5ywv0000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""19851036"",""yrblt"":""1990-1999"",""lot"":""8"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-858572902780253066"",""premieragent"":""no"",""sqftrange"":""4000-4499"",""price"":""280000"",""sqft"":""4040"",""posting_url"":"""",""mlong"":""-121.70936"",""state"":""CA"",""park"":""yes"",""prange"":""250-299k""}}","null","null","null","null"
"1572919563-9462","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/17064-Shady-Lane-Dr-Morgan-Hill-CA-95037/153543096_zpid/","Morgan Hill, CA 95037","Lot/land","17064 Shady Lane Dr,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","null","0.75 acres","null","None","$299,000","null","null","null","null","null","null","$2,850/mo","6","4","7","{""targetDiv"":""gpt-ad-e785c07f-1c7e-49b8-9e01-323668b61975"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""17064 Shady Lane Dr"",""mlat"":""37.149283"",""bd"":""0"",""fsbid"":""13862"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISy3p9uyvuwm5k0000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""153543096"",""lot"":""4"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""5021373028251597081"",""premieragent"":""no"",""price"":""299000"",""posting_url"":"""",""mlong"":""-121.591981"",""state"":""CA"",""prange"":""250-299k""}}","null","null","null","null"
"1572919386-9262","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/23805-Mckean-Rd-San-Jose-CA-95141/2088634514_zpid/","San Jose, CA 95141","Lot/land","23805 Mckean Rd,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","null","25.38 acres","null","null","$898,000","null","null","null","null","null","null","$2,727/mo","2","6","8","{""targetDiv"":""gpt-ad-1da7bf48-1c93-465e-bc50-b87fc5c4fde1"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95141"",""aamgnrc1"":""23805 Mckean Rd"",""mlat"":""37.156589"",""bd"":""0"",""fsbid"":""4383"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISm2wo1x8ulxf90000000000.jpg"",""zusr"":""true"",""city"":""San_Jose"",""proptp"":""lot"",""pid"":""2088634514"",""yrblt"":""2010-2019"",""lot"":""10"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""6503946843651006235"",""premieragent"":""no"",""sqftrange"":""0-499"",""price"":""898000"",""sqft"":""1"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/san-jose/23805-mckean-rd/pid_31380858/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-121.75346"",""state"":""CA"",""prange"":""800-899k""}}","null","null","null","null"
"1572920244-10056","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/1610-Ventura-Dr-Morgan-Hill-CA-95037/69299897_zpid/","Morgan Hill, CA 95037","For sale","1610 Ventura Dr,","","","","","","","","","","","3,349","4","4","$1,630,571","$1,650,000","Single Family","2006","Forced air","Central","Single Family","0.37 acres","$5,000/mo","6","6","7","{""targetDiv"":""gpt-ad-14770624-ffa8-44a7-b485-6b6df038b538"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1610 Ventura Dr"",""bd"":""4"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""69299897"",""lot"":""3"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_agent"",""zguidh"":""1306982938067516967"",""sqftrange"":""3000-3499"",""price"":""1650000"",""sqft"":""3349"",""posting_url"":"""",""mlong"":""-121.642998"",""state"":""CA"",""park"":""yes"",""prange"":""1_5-1_999m"",""zip"":""95037"",""mlat"":""37.160326"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbxbwdbgt0snn1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2000-2009"",""zestimate"":""1630571"",""premieragent"":""no""}}","null","null","null","null"
"1572920118-9990","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/16600-Finley-Ridge-Rd-Morgan-Hill-CA-95037/2133903054_zpid/","Morgan Hill, CA 95037","For sale","16600 Finley Ridge Rd,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","null","4","null","null","$1,249,000","Single Family","2004","Baseboard, Radiant, Stove, Wall","None","Single Family","20 acres","$3,900/mo","6","7","null","{""targetDiv"":""gpt-ad-20c0440e-be36-4329-baad-abee57edbb1d"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""16600 Finley Ridge Rd"",""bd"":""4"",""fsbid"":""4383"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2133903054"",""lot"":""10,9"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""757324669512059077"",""sqftrange"":""3500-3999"",""price"":""1249000"",""sqft"":""3600"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/morgan-hill/16600-finley-ridge-rd/pid_30057411/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-121.560092"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.153399"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISatk0wxx1h5im1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2000-2009"",""zestimate"":""1203283"",""premieragent"":""no""}}","null","null","null","null"
"1572920035-9933","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/17069-Creekside-Cir-Morgan-Hill-CA-95037/19843247_zpid/","Morgan Hill, CA 95037","For sale","17069 Creekside Cir,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","1,024","2","2","null","$585,000","Condo","1984","Forced air","Central","Condo","$300/month","$2,595/mo","3","6","8","{""targetDiv"":""gpt-ad-e34a6ca2-f978-4c15-b0bc-c1c72cbe1464"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""17069 Creekside Cir"",""bd"":""2"",""fsbid"":""4383"",""city"":""Morgan_Hill"",""proptp"":""cnd"",""pid"":""19843247"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-7583203008949156899"",""sqftrange"":""1000-1499"",""price"":""585000"",""sqft"":""1024"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/morgan-hill/17069-creekside-circle/pid_32387827/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-121.644047"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""95037"",""mlat"":""37.128417"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7i5yxzw0z6mj1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1980-1989"",""zestimate"":""576646"",""premieragent"":""no""}}","null","null","null","null"
"1572919794-9723","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/2210-Rolling-Hills-Dr-Morgan-Hill-CA-95037/2086652838_zpid/","Morgan Hill, CA 95037","Lot/land","2210 Rolling Hills Dr,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","null","1.18 acres","null","None","$89,900","null","null","null","null","null","null","$2,850/mo","2","6","8","{""targetDiv"":""gpt-ad-cdbc12f2-a7e5-439f-aec3-a72934d4bf51"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""2210 Rolling Hills Dr"",""mlat"":""37.122477"",""bd"":""0"",""fsbid"":""13698"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7azzoetilyb11000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""2086652838"",""lot"":""6"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-2388512651902539747"",""premieragent"":""no"",""price"":""89900"",""posting_url"":"""",""mlong"":""-121.693505"",""state"":""CA"",""prange"":""0-100k""}}","null","null","null","null"
"1572919348-9219","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/madison-gate/2089269761_zpid/","Morgan Hill, CA 95037","New construction","Buildable plan: Residence 3-SFA, Madison Gate,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","1,941","3","2.5","None","$799,900","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","3","6","8","{""targetDiv"":""gpt-ad-32d4e49a-5cb2-4bb3-bc80-5cbdcf1d1dc1"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" IT1LMY"",""aamgnrc1"":""802 Saint Rufina Ln"",""bd"":""3"",""fsbid"":""13809"",""city"":""Morgan_Hill"",""proptp"":""twn"",""pid"":""2089269761"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""799900"",""sqft"":""1941"",""posting_url"":""https://www.tripointehomes.com/northern-california/madison-gate/residence-3-sfa-32954/?utm_medium=referral&utm_source=zillow-feed&nhf_channel=6&nhf_listing_id=417754&nhf_listing_type=plan&utm_term=plan_Residence3-SFA&utm_campaign=tripointe-zillow-feed"",""state"":""CA"",""mlong"":""-121.637556"",""cnty"":""Contra_Costa"",""prange"":""700-799k"",""zip"":""95037"",""mlat"":""37.131202"",""plid"":""3612691"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISalu26gzn3yuq1000000000.jpg"",""zusr"":""true"",""hood"":""Four_Corners"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""13809-785772"",""dma"":""37""}}","null","null","null","null"
