web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572904161-795","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/7-Oak-Knoll-Ct-Petaluma-CA-94952/300266170_zpid/","Petaluma, CA 94952","New construction","7 Oak Knoll Ct,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","2,981","4","4","$1,558,965","$1,572,037","Single Family","2019","No Data","No Data","Single Family","10,399 sqft","null","6","6","8","{""targetDiv"":""gpt-ad-07d88526-5eb9-4dd9-8f5c-f4a239a5c3de"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""7 Oak Knoll Ct"",""bd"":""4"",""fsbid"":""15378"",""city"":""Petaluma"",""proptp"":""sfh"",""pid"":""300266170"",""lot"":""2"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""2500-2999"",""price"":""1572037"",""sqft"":""2981"",""posting_url"":""https://laffertycommunities.com/find-your-home/aspect/residence-5/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=760314&nhf_listing_type=home&utm_term=home_7OakKnollCourt&utm_campaign=Petaluma%2FCA"",""state"":""CA"",""mlong"":""-122.636919"",""cnty"":""Sonoma"",""prange"":""1_5-1_999m"",""zip"":""94952"",""mlat"":""38.21671"",""plid"":""8548908"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISb52mxi8was1b1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1558965"",""premieragent"":""no"",""builderChatId"":""15378-811201"",""dma"":""37""}}","Yes","null","null","$1,508"
"1572908739-1596","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/(undisclosed-Address)-Petaluma-CA-94954/2082373805_zpid/","Petaluma, CA 94954","For sale","(undisclosed Address),","","","","","","","1,652","4","2","$655,003","$655,000","Single Family","1968","No Data","No Data","No Data","6,098 sqft","null","3","6","8","null","Composition","null","null","null"
"1572904734-993","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/519-Danby-Ct-Petaluma-CA-94954/15834498_zpid/","Petaluma, CA 94954","Pre-foreclosure","519 Danby Ct,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","1,640","3","2","$508,960","$508,960","Townhouse","1992","Forced air","Central","Attached Garage","5,662 sqft","null","8","6","8","Central","Tile","null","null","$7,169"
"1572908899-1644","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/321-King-Rd-Petaluma-CA-94952/300263766_zpid/","Petaluma, CA 94952","Lot/land","321 King Rd,","","","","","","","null","5 acres","null","null","$699,000","null","null","null","null","null","null","null","9","6","8","null","Residential, Agricultural","null","null","$3,936"
"1572907366-1194","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/2889-Stony-Point-Rd-Petaluma-CA-94952/2106309863_zpid/","Petaluma, CA 94952","For sale","2889 Stony Point Rd,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","4,514","3","1","None","$2,500,000","Single Family","1948","No Data","No Data","No Data","48.77 acres","$2,750/mo","NA","6","8","null","No","null","null","null"
"1572907962-1375","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1413-Baywood-Dr-Petaluma-CA-94954/15833261_zpid/","Petaluma, CA 94954","Pre-foreclosure / auction","1413 Baywood Dr,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","null","4","null","$433,688","$433,688","Single Family","1969","None","No Data","No Data","8,276 sqft","null","4","6","8","null","No","null","null","$976"
"1572909490-1732","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/913-Pinewood-Ct-Petaluma-CA-94954/111438095_zpid/","null","null","null","","","","","","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1572907780-1316","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/6-Magnolia-Ave-Petaluma-CA-94952/15750969_zpid/","Petaluma, CA 94952","For sale","6 Magnolia Ave,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","948","2","1","$795,001","$795,000","Single Family","1926","Gas","No Data","No Data","0.34 acres","$2,350/mo","6","6","8","null","No","null","null","$2,728"
"1572908105-1424","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/6011-Carniglia-Ln-Petaluma-CA-94952/15773690_zpid/","Petaluma, CA 94952","For sale","6011 Carniglia Ln,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","3,687","3","3","$1,481,828","$1,495,000","Single Family","1990","Forced air, Other","None","4 spaces","6.05 acres","$2,650/mo","NA","6","8","null","Composition","null","null","$8,279"
"1572908096-1421","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/534-Sonoma-Dr-Petaluma-CA-94954/119690220_zpid/","Petaluma, CA 94954","New construction","534 Sonoma Dr,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","1,200","3","2","$279,995","$279,995","Mobile / Manufactured","2019","Forced air","Central","Carport","$233","$2,297/mo","6","6","8","null","Yes","null","null","null"
"1572907169-1153","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1465-Fallon-Two-Rock-Rd-Petaluma-CA-94952/2089758716_zpid/","Petaluma, CA 94952","Lot/land","1465 Fallon Two Rock Rd,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","null","44.6 acres","null","null","$1,300,000","null","null","null","null","null","null","$2,600/mo","9","5","6","null","Workshop(s), Shed, Misc Bldg(s)","null","Elec @ Pole","null"
"1572907921-1364","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/903-Eastman-Ln-Petaluma-CA-94952/15772685_zpid/","Petaluma, CA 94952","For sale","903 Eastman Ln,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","2,554","3","2","null","$1,599,000","Single Family","1990","Forced air","None","4 spaces","1.99 acres","$3,700/mo","7","6","8","null","Metal","null","null","$8,978"
"1572909310-1688","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/600-Sartori-Dr-Petaluma-CA-94954/15768547_zpid/","Petaluma, CA 94954","For sale","600 Sartori Dr,","","","","","","","1,332","3","2","null","$545,000","Townhouse","1981","Forced air","Central","Attached Garage","2,100 sqft","$2,700/mo","4","6","8","null","Asphalt","null","null","$3,534"
"1572908383-1478","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/200-Wetmore-Ln-Petaluma-CA-94952/2142179296_zpid/","Petaluma, CA 94952","For sale","200 Wetmore Ln,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","3,168","3","2.5","$4,081,166","$4,200,000","Single Family","1921","No Data","No Data","No Data","25 acres","$14,067/mo","NA","6","8","null","No","null","null","null"
"1572907748-1303","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1849-Carneros-Cir-Petaluma-CA-94954/15836426_zpid/","Petaluma, CA 94954","For sale","1849 Carneros Cir,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","1,301","3","2","null","$565,000","Condo","1995","Other","No Data","1 space","$282/month","$2,700/mo","8","6","8","null","Tile","null","null","$6,592"
"1572905131-1131","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/2300-D-Street-Ext-Petaluma-CA-94952/15771523_zpid/","Petaluma, CA 94952","Pre-foreclosure","2300 D Street Ext,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","null","4","null","$1,173,484","$1,173,484","Single Family","1979","None","No Data","No Data","12.87 acres","null","NA","null","null","null","No","null","null","$8,944"
"1572908920-1649","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/349-King-Rd-Petaluma-CA-94952/300263767_zpid/","Petaluma, CA 94952","Lot/land","349 King Rd,","","","","","","","null","6.11 acres","null","null","$749,000","null","null","null","null","null","null","null","9","6","8","null","Residential, Agricultural","Barns with Water","null","$4,530"
"1572904670-970","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/109-Ellis-St-Petaluma-CA-94952/15752902_zpid/","Petaluma, CA 94952","Lot/land","109 Ellis St,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","null","0.7 acres","null","None","$1,560,000","null","null","null","null","null","null","$2,300/mo","6","6","8","null","Residence/Teardown, Misc Bldg(s)","null","City, Gas Avail, Elec Avail","$11,162"
"1572908727-1593","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1657-Creekview-Cir-Petaluma-CA-94954/15847117_zpid/","Petaluma, CA 94954","For sale","1657 Creekview Cir,","","","","","","","1,367","3","2","$512,571","$510,000","Condo","1987","None","No Data","No Data","$465/month","$2,700/mo","5","6","8","null","Composition","null","null","$3,568"
"1572908668-1574","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/3-Acorn-Cir-Petaluma-CA-94952/15751312_zpid/","Petaluma, CA 94952","For sale","3 Acorn Cir,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","1,620","2","3","$511,004","$511,000","Condo","1984","None","No Data","No Data","$535/month","$2,700/mo","6","6","8","null","Composition","null","null","$4,466"
"1572908439-1497","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/501-Liberty-St-Petaluma-CA-94952/15750040_zpid/","Petaluma, CA 94952","For sale","501 Liberty St,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","1,327","2","1","$767,799","$779,000","Single Family","1920","None","No Data","No Data","5,227 sqft","$2,800/mo","6","6","8","null","Composition","null","null","$1,930"
"1572904835-1029","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/168-Grant-Ct-Petaluma-CA-94952/96060039_zpid/","Petaluma, CA 94952","Lot/land","168 Grant Ct,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","null","0.27 acres","null","null","$425,000","null","null","null","null","null","null","null","8","6","8","null","Hills, Partial","null","City, Underground","$761"
"1572904483-914","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/2041-Clydesdale-Way-Petaluma-CA-94954/15834224_zpid/","Petaluma, CA 94954","Pre-foreclosure / auction","2041 Clydesdale Way,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","null","3","null","$446,360","$446,360","Single Family","1980","None","No Data","No Data","6,969 sqft","null","7","6","8","null","No","null","null","$6,737"
"1572908082-1418","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1-Bixby-Ct-Petaluma-CA-94952/68546811_zpid/","Petaluma, CA 94952","For sale","1 Bixby Ct,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","3,266","3","3","$1,490,003","$1,490,000","Single Family","2006","No Data","No Data","3 spaces","0.28 acres","$5,088/mo","7","6","8","null","No","null","null","$10,394"
"1572907689-1285","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/622-Prospect-St-Petaluma-CA-94952/15750366_zpid/","Petaluma, CA 94952","Pre-foreclosure","622 Prospect St,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","null","2","null","$532,199","$532,199","Multiple Occupancy","1949","None","No Data","2 spaces","null","null","4","6","8","null","No","null","null","$1,186"
"1572907506-1226","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/2103-Marylyn-Cir-Petaluma-CA-94954/15768349_zpid/","Petaluma, CA 94954","Pre-foreclosure","2103 Marylyn Cir,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","null","3","null","$390,791","$390,791","Condo","1981","None","No Data","No Data","$329/month","null","4","6","8","null","No","null","null","$6,017"
"1572909463-1725","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/2710-Chileno-Valley-Rd-Petaluma-CA-94952/2083872059_zpid/","null","null","null","","","","","","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1572904182-803","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/11-Oak-Knoll-Ct-Petaluma-CA-94952/300265978_zpid/","Petaluma, CA 94952","New construction","11 Oak Knoll Ct,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","3,510","4","4","$1,801,903","$1,825,250","Single Family","2019","No Data","No Data","Single Family","0.36 acres","null","6","6","8","{""targetDiv"":""gpt-ad-f9b62c84-b3a3-442f-a09c-b3049016b809"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""11 Oak Knoll Ct"",""bd"":""4"",""fsbid"":""15378"",""city"":""Petaluma"",""proptp"":""sfh"",""pid"":""300265978"",""lot"":""3"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""3500-3999"",""price"":""1825250"",""sqft"":""3510"",""posting_url"":""http://laffertycommunities.com/find-your-home/aspect/residence-6/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=543568&nhf_listing_type=plan&utm_term=plan_Lot6&utm_campaign=Petaluma%2FCA"",""state"":""CA"",""mlong"":""-122.637253"",""cnty"":""Sonoma"",""prange"":""1_5-1_999m"",""zip"":""94952"",""mlat"":""38.216837"",""plid"":""8548908"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISb95n3sbyee0b1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1801903"",""premieragent"":""no"",""builderChatId"":""15378-811201"",""dma"":""37""}}","Yes","null","null","$2,072"
"1572904546-932","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/2209-D-Street-Ext-LOT-2217-Petaluma-CA-94952/2082670704_zpid/","Petaluma, CA 94952","Lot/land","2209 D Street Ext LOT 2217,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","null","8.6 acres","null","None","$635,000","null","null","null","null","null","null","$2,700/mo","NA","6","8","null","Panoramic, Valley","Shed, Barn(s)","Elec Avail, Elec @ Pole","null"
"1572905097-1121","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/6405-Cockrill-St-Petaluma-CA-94952/61196997_zpid/","Petaluma, CA 94952","For sale","6405 Cockrill St,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","1,797","3","1","null","$2,300,000","Single Family","1890","Other","No Data","Detached Garage","81.25 acres","$4,000/mo","9","5","6","null","Composition","null","null","$796"
"1572904326-862","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/824-Petaluma-Blvd-N-Petaluma-CA-94952/15749759_zpid/","Petaluma, CA 94952","Pre-foreclosure / auction","824 Petaluma Blvd N,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","null","3","null","$520,276","$520,276","Single Family","1923","None","No Data","No Data","10,454 sqft","null","6","6","8","null","No","null","null","$4,396"
"1572904435-896","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/2400-D-Extension-St-Petaluma-CA-94952/2083650467_zpid/","Petaluma, CA 94952","Lot/land","2400 D Extension St,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","null","13.42 acres","null","None","$649,000","null","null","null","null","null","null","$2,700/mo","NA","6","8","null","Pasture, Hills, Panoramic, Mountain, City, Lights","null","Elec @ Lot Line","null"
"1572904462-905","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/11-Oak-Knoll-Ct-Petaluma-CA-94952/2085297318_zpid/","Petaluma, CA 94952","For sale","11 Oak Knoll Ct,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","3,510","4","3.5","$1,745,321","$1,825,966","Single Family","2018","No Data","No Data","2 spaces","0.36 acres","$5,946/mo","6","6","8","null","No","null","null","null"
"1572907790-1319","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1918-Catenacci-Ct-Petaluma-CA-94954/64729496_zpid/","Petaluma, CA 94954","For sale","1918 Catenacci Ct,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","3,121","5","5","null","$1,025,000","Single Family","2004","Forced air","Central","2 spaces","5,662 sqft","$3,500/mo","7","6","8","null","Composition","null","null","$11,529"
"1572908522-1523","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1706-Marylyn-Cir-Petaluma-CA-94954/15768391_zpid/","Petaluma, CA 94954","For sale","1706 Marylyn Cir,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","1,412","3","3","$509,003","$509,000","Condo","1983","None","No Data","2 spaces","$329/month","$2,700/mo","4","6","8","null","No","null","null","$2,267"
"1572907272-1176","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/5644-Hillsborough-Dr-Petaluma-CA-94954/15834306_zpid/","Petaluma, CA 94954","For sale","5644 Hillsborough Dr,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","3,914","3","3","None","$1,550,000","Single Family","1996","Other","No Data","Detached Garage","12.26 acres","$4,000/mo","7","6","8","null","Metal","null","null","$15,828"
"1572908713-1588","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/community/mill-creek-at-brody-ranch/2086374704_zpid/","Petaluma, CA 94954","New construction","Buildable plan: Residence 2, Mill Creek at Brody Ranch,","","","","","","","1,114","2","2","$470,587","$481,000","Townhouse","2019","Wall","Wall","Townhouse","No Data","null","8","6","8","Wall","Yes","null","null","null"
"1572909401-1708","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/community/mill-creek-at-brody-ranch/2086374706_zpid/","Petaluma, CA 94954","New construction","Buildable plan: Residence 3, Mill Creek at Brody Ranch,","","","","","","","927","2","2","$448,145","$459,000","Townhouse","2019","Wall","Wall","Townhouse","No Data","null","8","6","8","Wall","Yes","null","null","null"
"1572908703-1585","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/105-8th-St-Petaluma-CA-94952/15754350_zpid/","Petaluma, CA 94952","For sale","105 8th St,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","3,101","4","3","null","$1,499,000","Single Family","1897","Forced air","No Data","2 spaces","8,712 sqft","$5,119/mo","6","6","8","null","No","null","null","$10,696"
"1572907662-1275","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/123-Acorn-Dr-Petaluma-CA-94952/15751413_zpid/","Petaluma, CA 94952","For sale","123 Acorn Dr,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","1,064","2","1","null","$439,950","Condo","1983","Wall","No Data","No Data","$470/month","$2,309/mo","4","8","null","null","Composition","null","null","$3,887"
"1572907736-1301","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1821-Lakeville-Hwy-SPC-51-Petaluma-CA-94954/2082650671_zpid/","Petaluma, CA 94954","For sale","1821 Lakeville Hwy SPC 51,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","850","2","2","$179,500","$179,500","Mobile / Manufactured","2010","No Data","No Data","No Data","$211","$2,363/mo","4","6","8","null","Metal","null","null","null"
"1572907992-1386","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/720-Petaluma-Blvd-S-APT-2-Petaluma-CA-94952/15755871_zpid/","Petaluma, CA 94952","For sale","720 Petaluma Blvd S APT 2,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","null","--","null","$263,662","$279,000","Condo","1983","None","No Data","No Data","$265/month","$1,806/mo","6","6","8","null","No","null","null","$2,777"
"1572909432-1716","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/community/mill-creek-at-brody-ranch/2086374707_zpid/","Petaluma, CA 94954","New construction","Buildable plan: Residence 1, Mill Creek at Brody Ranch,","","","","","","","608","1","1","$341,230","$349,900","Townhouse","2019","Wall","Wall","Townhouse","No Data","null","8","6","8","Wall","Yes","null","null","null"
"1572903980-740","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/300-Stony-Point-Rd-SPC-406-Petaluma-CA-94952/2098830225_zpid/","Petaluma, CA 94952","For sale","300 Stony Point Rd SPC 406,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","1,200","3","2","$197,590","$200,000","Mobile / Manufactured","2016","No Data","No Data","No Data","$167","$2,500/mo","6","6","8","null","Composition","null","null","null"
"1572909493-1733","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1422-Debra-Dr-Petaluma-CA-94954/15833296_zpid/","null","null","null","","","","","","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1572907830-1333","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/12100-Pt-Reyes-Petaluma-Rd-Nicasio-CA-94946/2115896666_zpid/","Nicasio, CA 94946","Lot/land","12100 Pt Reyes Petaluma Rd,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","null","12.13 acres","null","null","$998,000","null","null","null","null","null","null","$2,895/mo","10","9","null","null","Hills, Lake","null","Phone Avail, Elec @ Street","null"
"1572904797-1016","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/668-Sunnyslope-Rd-Petaluma-CA-94952/251484709_zpid/","Petaluma, CA 94952","New construction","668 Sunnyslope Rd,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","3,556","4","5","$1,705,579","$1,710,200","Single Family","2019","No Data","No Data","Single Family","0.27 acres","null","6","6","8","Wood","Yes","null","null","$1,669"
"1572907473-1217","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/161-Acorn-Dr-Petaluma-CA-94952/15751391_zpid/","Petaluma, CA 94952","Pre-foreclosure","161 Acorn Dr,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","1,028","2","1.5","null","null","Condo","1983","None","No Data","1 space","$470/month","null","4","8","null","null","No","null","null","$1,663"
"1572909480-1731","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/community/sterling-hills-at-quarry-heights/2082170347_zpid/","null","null","null","","","","","","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1572908166-1446","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/403-Rebecca-Dr-Petaluma-CA-94952/15750337_zpid/","Petaluma, CA 94952","For sale","403 Rebecca Dr,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","2,898","4","3","null","$1,290,000","Single Family","1992","None","No Data","2 spaces","0.37 acres","$4,367/mo","4","6","8","null","No","null","null","$7,026"
"1572907615-1260","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/314-Hash-Ct-Petaluma-CA-94952/15772249_zpid/","Petaluma, CA 94952","Pre-foreclosure","314 Hash Ct,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","null","4","null","$957,536","$957,536","Single Family","1994","Other","No Data","2 spaces","0.9 acres","null","8","6","8","null","No","null","null","$10,696"
"1572904613-951","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/0-Sunnyslope-Rd-Petaluma-CA-94952/2089822342_zpid/","Petaluma, CA 94952","Lot/land","0 Sunnyslope Rd,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","null","0.3 acres","null","None","$375,000","null","null","null","null","null","null","$2,250/mo","6","6","8","null","null","null","Elec @ Street","null"
"1572908612-1554","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1311-Ponderosa-Dr-Petaluma-CA-94954/15748774_zpid/","Petaluma, CA 94954","For sale","1311 Ponderosa Dr,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","1,924","4","3","$649,961","$645,000","Single Family","1968","None","No Data","No Data","6,098 sqft","$2,995/mo","4","6","8","null","Composition","null","null","$906"
"1572909275-1680","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/community/mill-creek-at-brody-ranch/2086374702_zpid/","Petaluma, CA 94954","New construction","Buildable plan: Residence 6, Mill Creek at Brody Ranch,","","","","","","","880","2","2","$440,321","$451,000","Townhouse","2019","Wall","Wall","Townhouse","No Data","null","8","6","8","Wall","Yes","null","null","null"
"1572907652-1272","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/646-Jade-St-Petaluma-CA-94952/184850701_zpid/","Petaluma, CA 94952","For sale","646 Jade St,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","1,956","3","2","null","$710,000","Condo","2016","Other","Central","2 spaces","$342/month","$3,200/mo","8","6","8","null","Composition","null","null","$8,610"
"1572907980-1382","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1047-Rancho-Lindo-Dr-Petaluma-CA-94952/15772202_zpid/","Petaluma, CA 94952","For sale","1047 Rancho Lindo Dr,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","3,056","4","3","$1,592,805","$1,595,000","Single Family","1990","None","No Data","No Data","0.48 acres","$5,419/mo","8","6","8","null","No","null","null","$16,085"
"1572909240-1672","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/120-Jessie-Ln-Petaluma-CA-94952/15793979_zpid/","Petaluma, CA 94952","For sale","120 Jessie Ln,","","","","","","","1,650","3","2","$1,600,016","$1,600,000","Single Family","1959","None","No Data","No Data","0.47 acres","$3,250/mo","4","8","null","null","Composition","null","null","$973"
"1572904352-875","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/6-Magnolia-Ave-A-Petaluma-CA-94952/2083191555_zpid/","Petaluma, CA 94952","For sale","6 Magnolia Ave # A,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","1,248","2","2","$793,188","$795,000","Multi Family","1926","No Data","No Data","No Data","$637","$2,350/mo","7","6","8","null","No","null","null","null"
"1572904087-769","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/56-Wambold-Ln-Petaluma-CA-94952/300259825_zpid/","Petaluma, CA 94952","Lot/land","56 Wambold Ln,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","null","1.08 acres","null","null","$780,000","null","null","null","null","null","null","null","NA","6","8","null","Residential","Other","Elec @ Lot Line, Elec @ Street, Propane, Satellite Yes, Elec @ Pole","$3,968"
"1572908126-1432","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/12-Sundance-Ct-Petaluma-CA-94954/51604969_zpid/","Petaluma, CA 94954","For sale","12 Sundance Ct,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","1,875","3","4","$889,001","$889,000","Single Family","2000","Other","No Data","2 spaces","9,147 sqft","$3,200/mo","5","6","8","null","Composition","null","null","$3,972"
