web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,page6,page6-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572919681-9603","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2784-Eastgate-Ave-Concord-CA-94520/18345182_zpid/","Concord, CA 94520","For sale","2784 Eastgate Ave,","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","1,089","3","1","$568,608","$550,000","Single Family","1951","Forced air","Central","Single Family","6,298 sqft","null","NA","6","4","{""targetDiv"":""gpt-ad-0b8a23c5-a1fb-4188-b0f3-4516804a41ba"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2784 Eastgate Ave"",""bd"":""3"",""fsbid"":""15463"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18345182"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-6943849753211694805"",""sqftrange"":""1000-1499"",""price"":""550000"",""sqft"":""1089"",""posting_url"":"""",""mlong"":""-122.0432"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94520"",""mlat"":""37.987656"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrdfmmod83rte0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""hood"":""Olivera"",""yrblt"":""1940-1959"",""zestimate"":""568608"",""premieragent"":""no""}}","null","null","null","null"
"1572920175-10029","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/782-Raycliff-Pl-Concord-CA-94518/18375529_zpid/","Concord, CA 94518","For sale","782 Raycliff Pl,","","","","","","","","","","","2,055","4","3","$821,992","$799,000","Single Family","1965","Forced air","Central","Single Family","10,001 sqft","null","5","1","4","No Data","null","null","null","null"
"1572919548-9446","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2055-Olivera-Rd-APT-A-Concord-CA-94520/18342258_zpid/","Concord, CA 94520","For sale","2055 Olivera Rd APT A,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","884","2","1","$335,003","$335,000","Condo","1971","Forced air","Central","Condo","$320/month","$2,100/mo","3","2","4","No Data","null","null","null","null"
"1572919378-9252","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1398-Mossy-Ct-Concord-CA-94521/18371558_zpid/","Concord, CA 94521","Pre-foreclosure","1398 Mossy Ct,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","4","null","$630,702","$630,702","Single Family","1963","Other","Central","Single Family","7,500 sqft","null","8","5","10","No Data","null","null","null","null"
"1572920074-9961","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3231-Verona-Ct-Concord-CA-94518/18339244_zpid/","Concord, CA 94518","For sale","3231 Verona Ct,","2","https://www.zillow.com/concord-ca/2_p/","","","","","","","","","2,384","4","3","$750,143","$735,000","Single Family","1953","Forced air","Central","Single Family","0.25 acres","null","4","2","4","No Data","null","null","null","null"
"1572920119-9991","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2398-Walters-Way-APT-8-Concord-CA-94520/18367163_zpid/","Concord, CA 94520","For sale","2398 Walters Way APT 8,","","","","","","","","","","","720","1","1","$256,984","$255,000","Condo","1980","Forced air","Central","Condo","$275/month","$1,850/mo","2","1","4","No Data","null","null","null","null"
"1572919795-9725","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/5507-Kirkwood-Dr-Concord-CA-94521/18355576_zpid/","Concord, CA 94521","For sale","5507 Kirkwood Dr,","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","1,926","4","2","$715,003","$715,000","Single Family","1976","Forced air","Central","Single Family","8,624 sqft","null","5","8","4","{""targetDiv"":""gpt-ad-76fee1cd-2400-4c08-a54e-0b0ca5a5ea13"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5507 Kirkwood Dr"",""bd"":""4"",""fsbid"":""14106"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18355576"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""-3316822307290926899"",""sqftrange"":""1500-1999"",""price"":""715000"",""sqft"":""1926"",""posting_url"":"""",""mlong"":""-121.940241"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94521"",""mlat"":""37.957376"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjfv53ftwefto1000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""hood"":""Clayton_Valley"",""yrblt"":""1970-1979"",""zestimate"":""715003"",""premieragent"":""no""}}","null","null","null","null"
"1572919198-9048","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2322-Dalis-Dr-201-Concord-CA-94520/2092221107_zpid/","Concord, CA 94520","For sale","2322 Dalis Dr # 201,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","1,440","2","2","$189,001","$189,000","Mobile / Manufactured","No Data","Other","No Data","Mobile / Manufactured","$131","$2,500/mo","3","2","4","{""targetDiv"":""gpt-ad-1a78e3f4-b642-4f1d-a3c0-5a395b20eb48"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 201"",""aamgnrc1"":""2322 Dalis Dr"",""bd"":""2"",""fsbid"":""14106"",""city"":""Concord"",""proptp"":""mm"",""pid"":""2092221107"",""zestibuck"":""150-199k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-1936422740267179411"",""sqftrange"":""1000-1499"",""price"":""189000"",""sqft"":""1440"",""posting_url"":"""",""mlong"":""-122.045455"",""state"":""CA"",""prange"":""150-199k"",""zip"":""94520"",""mlat"":""38.00158"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISj7p33u0xr25v1000000000.jpg"",""zusr"":""true"",""price_band"":""z100"",""hood"":""Olivera"",""zestimate"":""189001"",""premieragent"":""no""}}","null","null","null","null"
"1572919840-9771","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3712-Willow-Pass-Rd-APT-25-Concord-CA-94519/18349869_zpid/","Concord, CA 94519","For sale","3712 Willow Pass Rd APT 25,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","944","2","1","$299,000","$299,000","Condo","1979","Forced air","Central","Condo","$365/month","null","9","2","6","No Data","null","null","null","null"
"1572919490-9378","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/4408-Sweetbriar-Ct-Concord-CA-94521/18372546_zpid/","Concord, CA 94521","Pre-foreclosure","4408 Sweetbriar Ct,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","3","null","$656,441","$656,441","Single Family","1976","Forced air","Central","Single Family","5,640 sqft","null","7","9","10","{""targetDiv"":""gpt-ad-893d0f2b-b3d4-4e7a-b044-8989ef3eaa5e"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""4408 Sweetbriar Ct"",""bd"":""3"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18372546"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_foreclosure"",""zguidh"":""-4818403131061378877"",""sqftrange"":""1500-1999"",""price"":""676744"",""sqft"":""1641"",""posting_url"":"""",""mlong"":""-121.984136"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94521"",""mlat"":""37.952271"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z600"",""hood"":""Clayton_Valley"",""yrblt"":""1970-1979"",""zestimate"":""676744"",""premieragent"":""no""}}","null","null","null","null"
"1572919791-9720","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/(undisclosed-Address)-Concord-CA-94520/2143613455_zpid/","Concord, CA 94520","For sale","(undisclosed Address),","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","1,240","3","3","$356,055","$355,000","Townhouse","1972","Forced air","Central","Townhouse","1,241 sqft","null","3","2","4","{""targetDiv"":""gpt-ad-035b4c18-dd82-4f35-8111-2ac0562577de"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""(undisclosed Address)"",""bd"":""3"",""fsbid"":""15263"",""city"":""Concord"",""proptp"":""twn"",""pid"":""2143613455"",""lot"":""1"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""2317690357933972870"",""sqftrange"":""1000-1499"",""price"":""355000"",""sqft"":""1240"",""posting_url"":""http://realbyliz@aol.com"",""mlong"":""-122.03952"",""state"":""CA"",""prange"":""350-399k"",""zip"":""94520"",""mlat"":""37.99982"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnmryx35dlax10000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1970-1979"",""zestimate"":""356055"",""premieragent"":""no""}}","null","null","null","null"
"1572919388-9263","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2039-Dalis-Dr-Concord-CA-94520/2086491055_zpid/","Concord, CA 94520","For sale","2039 Dalis Dr,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","1,368","2","2","$210,001","$210,000","Mobile / Manufactured","No Data","Other","No Data","Mobile / Manufactured","$154","$2,500/mo","3","2","4","No Data","null","null","null","null"
"1572919848-9778","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1080-San-Miguel-Rd-TRLR-158-Concord-CA-94518/2082629662_zpid/","Concord, CA 94518","For sale","1080 San Miguel Rd TRLR 158,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","1,300","3","2","$185,630","$185,000","Mobile / Manufactured","No Data","No Data","No Data","Mobile / Manufactured","$142","$2,750/mo","5","1","4","{""targetDiv"":""gpt-ad-bbd9cc0d-0ba2-4568-a1bf-e62ab1ff2ec7"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Trlr 158"",""aamgnrc1"":""1080 San Miguel Rd"",""bd"":""3"",""fsbid"":""14106"",""city"":""Concord"",""proptp"":""mm"",""pid"":""2082629662"",""zestibuck"":""150-199k"",""listtp"":""buy_agent"",""zguidh"":""6878998335442914033"",""sqftrange"":""1000-1499"",""price"":""185000"",""sqft"":""1300"",""posting_url"":""http://www.worldprhomes.com"",""mlong"":""-122.028186"",""state"":""CA"",""prange"":""150-199k"",""zip"":""94518"",""mlat"":""37.962667"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfs603ax4i9kb1000000000.jpg"",""zusr"":""true"",""price_band"":""z100"",""hood"":""Four_Corners"",""zestimate"":""185630"",""premieragent"":""no""}}","null","null","null","null"
"1572919845-9776","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/5211-S-Montecito-Dr-Concord-CA-94521/59399305_zpid/","Concord, CA 94521","For sale","5211 S Montecito Dr,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","2,991","4","3","$925,678","$914,900","Single Family","2002","Forced air","Central","Single Family","6,969 sqft","null","7","5","10","No Data","null","null","null","null"
"1572920005-9912","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/4145-Eden-Ct-Concord-CA-94521/18371105_zpid/","Concord, CA 94521","For sale","4145 Eden Ct,","2","https://www.zillow.com/concord-ca/2_p/","","","","","","","","","1,705","4","2","$684,715","$679,000","Single Family","1961","Forced air","Central","Single Family","8,550 sqft","$3,400/mo","4","2","6","No Data","null","null","null","null"
"1572920182-10033","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1133-Meadow-Ln-APT-12-Concord-CA-94520/18367008_zpid/","Concord, CA 94520","For sale","1133 Meadow Ln APT 12,","","","","","","","","","","","759","2","1","$265,001","$265,000","Condo","1972","Wall","Wall","Condo","$406/month","$1,995/mo","1","1","4","{""targetDiv"":""gpt-ad-f165f1bb-2b73-4252-879f-1e8471d98d27"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 12"",""aamgnrc1"":""1133 Meadow Ln"",""bd"":""2"",""fsbid"":""15263"",""city"":""Concord"",""proptp"":""cnd"",""pid"":""18367008"",""lot"":""1"",""zestibuck"":""250-299k"",""listtp"":""buy_agent"",""zguidh"":""-1707115314909954857"",""sqftrange"":""500-999"",""price"":""265000"",""sqft"":""759"",""posting_url"":"""",""mlong"":""-122.04061"",""state"":""CA"",""prange"":""250-299k"",""zip"":""94520"",""mlat"":""37.957521"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjz2d5ygrr6io1000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Four_Corners"",""yrblt"":""1970-1979"",""zestimate"":""265001"",""premieragent"":""no""}}","null","null","null","null"
"1572919500-9390","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1754-Oakmead-Dr-Concord-CA-94520/18363724_zpid/","Concord, CA 94520","Pre-foreclosure","1754 Oakmead Dr,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","3","null","$506,570","$506,570","Single Family","1958","No Data","No Data","Single Family","5,820 sqft","null","3","1","4","{""targetDiv"":""gpt-ad-db94cddf-cbf5-4b29-a442-55f11bca766d"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1754 Oakmead Dr"",""bd"":""3"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18363724"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""1627770546414489653"",""sqftrange"":""1000-1499"",""price"":""522238"",""sqft"":""1224"",""posting_url"":"""",""mlong"":""-122.036308"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94520"",""mlat"":""37.966688"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""hood"":""Four_Corners"",""yrblt"":""1940-1959"",""zestimate"":""522238"",""premieragent"":""no""}}","null","null","null","null"
"1572919992-9903","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2841-Loma-Vista-Ave-Concord-CA-94520/18340634_zpid/","Concord, CA 94520","For sale","2841 Loma Vista Ave,","2","https://www.zillow.com/concord-ca/2_p/","","","","","","","","","1,330","3","2","$493,219","$505,500","Single Family","1952","Forced air","Central","Single Family","5,201 sqft","null","3","2","4","No Data","null","null","null","null"
"1572920126-9994","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/866-Wilmore-Ave-Concord-CA-94518/18367946_zpid/","Concord, CA 94518","For sale","866 Wilmore Ave,","","","","","","","","","","","1,329","3","2","$618,671","$599,950","Single Family","1961","Forced air","Central","Single Family","8,498 sqft","null","5","1","4","{""targetDiv"":""gpt-ad-645d601d-9043-4b1b-a912-278b09db73e0"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""866 Wilmore Ave"",""bd"":""3"",""fsbid"":""14311"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18367946"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""8667123348109346506"",""sqftrange"":""1000-1499"",""price"":""599950"",""sqft"":""1329"",""posting_url"":"""",""mlong"":""-122.021454"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94518"",""mlat"":""37.944453"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3jfzob6j1efs0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""hood"":""Four_Corners"",""yrblt"":""1960-1969"",""zestimate"":""618671"",""premieragent"":""no""}}","null","null","null","null"
"1572920110-9984","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/838-Royal-Ann-Ln-Concord-CA-94518/18384936_zpid/","Concord, CA 94518","For sale","838 Royal Ann Ln,","","","","","","","","","","","1,178","2","3","$553,775","$549,500","Townhouse","1973","Forced air","Central","Townhouse","967 sqft","null","7","1","4","{""targetDiv"":""gpt-ad-400a4518-9a70-492f-9224-ed351c76f05e"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""838 Royal Ann Ln"",""bd"":""2"",""fsbid"":""14106"",""city"":""Concord"",""proptp"":""twn"",""pid"":""18384936"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""3470176879470540457"",""sqftrange"":""1000-1499"",""price"":""549500"",""sqft"":""1178"",""posting_url"":""http://www.heritageproperties.biz"",""mlong"":""-122.029779"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94518"",""mlat"":""37.938219"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvst6td9eqigm0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""hood"":""Four_Corners"",""yrblt"":""1970-1979"",""zestimate"":""553775"",""premieragent"":""no""}}","null","null","null","null"
"1572919637-9550","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/4888-Clayton-Rd-APT-37-Concord-CA-94521/18373975_zpid/","Concord, CA 94521","For sale","4888 Clayton Rd APT 37,","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","876","2","1","$300,001","$300,000","Condo","1969","Wall","Wall","Condo","$370/month","$2,000/mo","8","5","6","No Data","null","null","null","null"
"1572919203-9053","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/140-Roslyn-Dr-Concord-CA-94518/18339435_zpid/","Concord, CA 94518","Pre-foreclosure / auction","140 Roslyn Dr,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","2","null","$517,688","$517,688","Single Family","1948","Wall","No Data","Single Family","8,694 sqft","null","4","2","6","No Data","null","null","null","null"
"1572919669-9588","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/4888-Clayton-Rd-APT-32-Concord-CA-94521/18373970_zpid/","Concord, CA 94521","For sale","4888 Clayton Rd APT 32,","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","962","2","1","$276,700","$280,000","Condo","1969","Wall","Wall","Condo","$370/month","null","8","5","6","{""targetDiv"":""gpt-ad-0167cb83-588b-4c2d-b2d9-a1b57bdfefd7"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 32"",""aamgnrc1"":""4888 Clayton Rd"",""bd"":""2"",""fsbid"":""15050"",""city"":""Concord"",""proptp"":""cnd"",""pid"":""18373970"",""lot"":""6"",""zestibuck"":""250-299k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-5096431619365089989"",""sqftrange"":""500-999"",""price"":""280000"",""sqft"":""962"",""posting_url"":""http://reneewhite.com"",""mlong"":""-121.976269"",""state"":""CA"",""prange"":""250-299k"",""zip"":""94521"",""mlat"":""37.958623"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISr5lxojhzswur0000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Clayton_Valley"",""yrblt"":""1960-1969"",""zestimate"":""276700"",""premieragent"":""no""}}","null","null","null","null"
"1572920147-10010","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2814-Glenside-Dr-Concord-CA-94520/18340989_zpid/","Concord, CA 94520","For sale","2814 Glenside Dr,","","","","","","","","","","","1,274","3","1","$518,959","$499,000","Single Family","1951","Wall","Other","Single Family","5,702 sqft","$2,500/mo","3","2","4","No Data","null","null","null","null"
"1572919976-9892","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3631-James-Ln-Concord-CA-94519/18347555_zpid/","Concord, CA 94519","For sale","3631 James Ln,","2","https://www.zillow.com/concord-ca/2_p/","","","","","","","","","1,583","3","2","$653,473","$640,000","Single Family","1953","Forced air","Central","Single Family","7,701 sqft","null","9","2","6","No Data","null","null","null","null"
"1572919483-9369","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2602-E-Olivera-Rd-Concord-CA-94519/18344450_zpid/","Concord, CA 94519","Foreclosed","2602 E Olivera Rd,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","3","null","$499,390","$499,390","Single Family","1961","Forced air","Central","Single Family","6,000 sqft","null","NA","2","4","{""targetDiv"":""gpt-ad-18a67dd2-5712-4b7c-8ce0-634855bdd490"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2602 E Olivera Rd"",""bd"":""3"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18344450"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""7429997734765337037"",""sqftrange"":""500-999"",""price"":""514836"",""sqft"":""984"",""posting_url"":"""",""mlong"":""-122.026643"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94519"",""mlat"":""37.994265"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3764hd8eb7xj1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""hood"":""Olivera"",""yrblt"":""1960-1969"",""zestimate"":""514836"",""premieragent"":""no""}}","null","null","null","null"
"1572919969-9887","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/119-Diablo-Vista-Ct-Concord-CA-94521/68040059_zpid/","Concord, CA 94521","For sale","119 Diablo Vista Ct,","2","https://www.zillow.com/concord-ca/2_p/","","","","","","","","","3,163","4","3","null","$1,089,900","Single Family","2005","Forced air","Central","Single Family","0.3 acres","$4,500/mo","5","5","6","{""targetDiv"":""gpt-ad-aed5ec1f-92a8-402f-9c85-8c8b1df2fae1"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""119 Diablo Vista Ct"",""bd"":""4"",""fsbid"":""9457"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""68040059"",""lot"":""3"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""5901508583278197274"",""sqftrange"":""3000-3499"",""price"":""1089900"",""sqft"":""3163"",""posting_url"":""https://www.sothebysrealty.com/id/8cd7hq"",""mlong"":""-121.96264"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94521"",""mlat"":""37.964026"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnqa0b7atrdmp0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Clayton_Valley"",""yrblt"":""2000-2009"",""zestimate"":""1089901"",""premieragent"":""no""}}","null","null","null","null"
"1572920200-10041","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2011-Olivera-Rd-APT-B-Concord-CA-94520/18342324_zpid/","Concord, CA 94520","For sale","2011 Olivera Rd APT B,","","","","","","","","","","","975","2","2","$330,032","$329,900","Condo","1971","Forced air","Central","Condo","$320/month","$2,000/mo","3","2","4","{""targetDiv"":""gpt-ad-4a8f22d4-48a9-4ab1-adfd-aa8c64397535"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt B"",""aamgnrc1"":""2011 Olivera Rd"",""bd"":""2"",""fsbid"":""14106"",""city"":""Concord"",""proptp"":""cnd"",""pid"":""18342324"",""lot"":""1"",""zestibuck"":""300-349k"",""listtp"":""buy_agent"",""zguidh"":""-5483531526828187721"",""sqftrange"":""500-999"",""price"":""329900"",""sqft"":""975"",""posting_url"":""http://www.alliancebayrealty.com"",""mlong"":""-122.046938"",""state"":""CA"",""prange"":""300-349k"",""zip"":""94520"",""mlat"":""37.999373"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf4odmrezhlez0000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""Olivera"",""yrblt"":""1970-1979"",""zestimate"":""330032"",""premieragent"":""no""}}","null","null","null","null"
"1572919208-9058","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3284-Claudia-Dr-Concord-CA-94519/18343238_zpid/","Concord, CA 94519","Pre-foreclosure / auction","3284 Claudia Dr,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","3","null","$526,265","$526,265","Single Family","1953","Wall","No Data","Single Family","6,098 sqft","null","NA","2","4","No Data","null","null","null","null"
"1572919819-9748","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/5252-Grasswood-Ct-Concord-CA-94521/18361534_zpid/","Concord, CA 94521","Auction","5252 Grasswood Ct,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","null","2","null","null","$502,136","Single Family","1985","Other","No Data","Single Family","3,920 sqft","$2,500/mo","7","5","10","No Data","null","null","null","null"
