Area Name,Forecast indicator,Month of Date,Lower Prediction Interval for Accurate rate,Upper Prediction Interval for Accurate rate,Accurate rate
San Mateo County,Actual,May-05,,,0.039686976
San Mateo County,Actual,Jun-05,,,0.043925493
San Mateo County,Actual,Jul-05,,,0.044751381
San Mateo County,Actual,Aug-05,,,0.042358804
San Mateo County,Actual,Sep-05,,,0.041874653
San Mateo County,Actual,Oct-05,,,0.040974529
San Mateo County,Actual,Nov-05,,,0.041828255
San Mateo County,Actual,Dec-05,,,0.036676855
San Mateo County,Actual,Jan-06,,,0.039210234
San Mateo County,Actual,Feb-06,,,0.039911308
San Mateo County,Actual,Mar-06,,,0.039291644
San Mateo County,Actual,April 2006,,,0.036051026
San Mateo County,Actual,May-06,,,0.03417616
San Mateo County,Actual,Jun-06,,,0.037876693
San Mateo County,Actual,Jul-06,,,0.04005487
San Mateo County,Actual,Aug-06,,,0.037797864
San Mateo County,Actual,Sep-06,,,0.035078104
San Mateo County,Actual,Oct-06,,,0.033668205
San Mateo County,Actual,Nov-06,,,0.035376722
San Mateo County,Actual,Dec-06,,,0.032623349
San Mateo County,Actual,Jan-07,,,0.038808418
San Mateo County,Actual,Feb-07,,,0.037792278
San Mateo County,Actual,Mar-07,,,0.037540805
San Mateo County,Actual,April 2007,,,0.035410376
San Mateo County,Actual,May-07,,,0.034492198
San Mateo County,Actual,Jun-07,,,0.039412884
San Mateo County,Actual,Jul-07,,,0.04109589
San Mateo County,Actual,Aug-07,,,0.039654707
San Mateo County,Actual,Sep-07,,,0.038513332
San Mateo County,Actual,Oct-07,,,0.038120805
San Mateo County,Actual,Nov-07,,,0.0386873
San Mateo County,Actual,Dec-07,,,0.0377308
San Mateo County,Actual,Jan-08,,,0.041462084
San Mateo County,Actual,Feb-08,,,0.040065413
San Mateo County,Actual,Mar-08,,,0.042605156
San Mateo County,Actual,April 2008,,,0.03959859
San Mateo County,Actual,May-08,,,0.043360434
San Mateo County,Actual,Jun-08,,,0.048951049
San Mateo County,Actual,Jul-08,,,0.052519894
San Mateo County,Actual,Aug-08,,,0.053500133
San Mateo County,Actual,Sep-08,,,0.051774753
San Mateo County,Actual,Oct-08,,,0.05440552
San Mateo County,Actual,Nov-08,,,0.057150452
San Mateo County,Actual,Dec-08,,,0.060058464
San Mateo County,Actual,Jan-09,,,0.070264494
San Mateo County,Actual,Feb-09,,,0.074221868
San Mateo County,Actual,Mar-09,,,0.079318605
San Mateo County,Actual,April 2009,,,0.076984763
San Mateo County,Actual,May-09,,,0.079612695
San Mateo County,Actual,Jun-09,,,0.086350228
San Mateo County,Actual,Jul-09,,,0.087394068
San Mateo County,Actual,Aug-09,,,0.087280468
San Mateo County,Actual,Sep-09,,,0.087108014
San Mateo County,Actual,Oct-09,,,0.087212413
San Mateo County,Actual,Nov-09,,,0.084827402
San Mateo County,Actual,Dec-09,,,0.084454008
San Mateo County,Actual,Jan-10,,,0.088039014
San Mateo County,Actual,Feb-10,,,0.085999488
San Mateo County,Actual,Mar-10,,,0.088152866
San Mateo County,Actual,April 2010,,,0.083080041
San Mateo County,Actual,May-10,,,0.080550599
San Mateo County,Actual,Jun-10,,,0.084503447
San Mateo County,Actual,Jul-10,,,0.085663895
San Mateo County,Actual,Aug-10,,,0.084133401
San Mateo County,Actual,Sep-10,,,0.081834305
San Mateo County,Actual,Oct-10,,,0.080702648
San Mateo County,Actual,Nov-10,,,0.082695253
San Mateo County,Actual,Dec-10,,,0.077197452
San Mateo County,Actual,Jan-11,,,0.080579563
San Mateo County,Actual,Feb-11,,,0.077859498
San Mateo County,Actual,Mar-11,,,0.077721519
San Mateo County,Actual,April 2011,,,0.073952549
San Mateo County,Actual,May-11,,,0.07286939
San Mateo County,Actual,Jun-11,,,0.078688525
San Mateo County,Actual,Jul-11,,,0.078226208
San Mateo County,Actual,Aug-11,,,0.076464747
San Mateo County,Actual,Sep-11,,,0.074147306
San Mateo County,Actual,Oct-11,,,0.072978304
San Mateo County,Actual,Nov-11,,,0.070759369
San Mateo County,Actual,Dec-11,,,0.067650677
San Mateo County,Actual,Jan-12,,,0.069905801
San Mateo County,Actual,Feb-12,,,0.069744597
San Mateo County,Actual,Mar-12,,,0.068821945
San Mateo County,Actual,April 2012,,,0.063418217
San Mateo County,Actual,May-12,,,0.063492063
San Mateo County,Actual,Jun-12,,,0.067689311
San Mateo County,Actual,Jul-12,,,0.067870036
San Mateo County,Actual,Aug-12,,,0.064897467
San Mateo County,Actual,Sep-12,,,0.059120404
San Mateo County,Actual,Oct-12,,,0.059443912
San Mateo County,Actual,Nov-12,,,0.057890944
San Mateo County,Actual,Dec-12,,,0.056287425
San Mateo County,Actual,Jan-13,,,0.060014461
San Mateo County,Actual,Feb-13,,,0.056409025
San Mateo County,Actual,Mar-13,,,0.054313867
San Mateo County,Actual,April 2013,,,0.050325066
San Mateo County,Actual,May-13,,,0.050192123
San Mateo County,Actual,Jun-13,,,0.056061332
San Mateo County,Actual,Jul-13,,,0.056003797
San Mateo County,Actual,Aug-13,,,0.053082599
San Mateo County,Actual,Sep-13,,,0.05064194
San Mateo County,Actual,Oct-13,,,0.051269765
San Mateo County,Actual,Nov-13,,,0.048298834
San Mateo County,Actual,Dec-13,,,0.04470868
San Mateo County,Actual,Jan-14,,,0.04678921
San Mateo County,Actual,Feb-14,,,0.047540208
San Mateo County,Actual,Mar-14,,,0.046676096
San Mateo County,Actual,April 2014,,,0.039667458
San Mateo County,Actual,May-14,,,0.040435091
San Mateo County,Actual,Jun-14,,,0.042688679
San Mateo County,Actual,Jul-14,,,0.045750116
San Mateo County,Actual,Aug-14,,,0.043751455
San Mateo County,Actual,Sep-14,,,0.040139211
San Mateo County,Actual,Oct-14,,,0.039251905
San Mateo County,Actual,Nov-14,,,0.038843931
San Mateo County,Actual,Dec-14,,,0.034714187
San Mateo County,Actual,Jan-15,,,0.038846243
San Mateo County,Actual,Feb-15,,,0.036641929
San Mateo County,Actual,Mar-15,,,0.035648148
San Mateo County,Actual,April 2015,,,0.033217189
San Mateo County,Actual,May-15,,,0.033487298
San Mateo County,Actual,Jun-15,,,0.035351201
San Mateo County,Actual,Jul-15,,,0.036757991
San Mateo County,Actual,Aug-15,,,0.034033805
San Mateo County,Actual,Sep-15,,,0.031815061
San Mateo County,Actual,Oct-15,,,0.032442312
San Mateo County,Actual,Nov-15,,,0.031749657
San Mateo County,Actual,Dec-15,,,0.030123231
San Mateo County,Actual,Jan-16,,,0.031350114
San Mateo County,Actual,Feb-16,,,0.031093963
San Mateo County,Actual,Mar-16,,,0.031426634
San Mateo County,Actual,April 2016,,,0.029425182
San Mateo County,Actual,May-16,,,0.027162748
San Mateo County,Actual,Jun-16,,,0.032001816
San Mateo County,Actual,Jul-16,,,0.033176418
San Mateo County,Actual,Aug-16,,,0.032098765
San Mateo County,Actual,Sep-16,,,0.03073127
San Mateo County,Actual,Oct-16,,,0.03102518
San Mateo County,Actual,Nov-16,,,0.028603604
San Mateo County,Actual,Dec-16,,,0.027570621
San Mateo County,Actual,Jan-17,,,0.03113016
San Mateo County,Actual,Feb-17,,,0.029141448
San Mateo County,Actual,Mar-17,,,0.027553763
San Mateo County,Actual,April 2017,,,0.025710419
San Mateo County,Actual,May-17,,,0.025107442
San Mateo County,Actual,Jun-17,,,0.029054054
San Mateo County,Actual,Jul-17,,,0.030457981
San Mateo County,Actual,Aug-17,,,0.029917392
San Mateo County,Actual,Sep-17,,,0.025783507
San Mateo County,Actual,Oct-17,,,0.025061535
San Mateo County,Actual,Nov-17,,,0.023921306
San Mateo County,Actual,Dec-17,,,0.022446689
San Mateo County,Actual,Jan-18,,,0.024719101
San Mateo County,Actual,Feb-18,,,0.024
San Mateo County,Actual,Mar-18,,,0.022833075
San Mateo County,Actual,April 2018,,,0.020717309
San Mateo County,Actual,May-18,,,0.01890149
San Mateo County,Actual,Jun-18,,,0.024077756
San Mateo County,Actual,Jul-18,,,0.023757629
San Mateo County,Actual,Aug-18,,,0.023209985
San Mateo County,Actual,Sep-18,,,0.020701678
San Mateo County,Actual,Oct-18,,,0.021059488
San Mateo County,Actual,Nov-18,,,0.020116807
San Mateo County,Actual,Dec-18,,,0.020051746
San Mateo County,Actual,Jan-19,,,0.024584861
San Mateo County,Actual,Feb-19,,,0.022126745
San Mateo County,Actual,Mar-19,,,0.023526872
San Mateo County,Actual,April 2019,,,0.018838992
San Mateo County,Actual,May-19,,,0.017463436
San Mateo County,Actual,Jun-19,,,0.021653543
San Mateo County,Actual,Jul-19,,,0.023045445
San Mateo County,Actual,Aug-19,,,0.021565667
Santa Clara County,Estimate,Sep-19,0.01969653,0.027495481,0.023596006
Santa Clara County,Estimate,Oct-19,0.018673765,0.028422455,0.02354811
Santa Clara County,Estimate,Nov-19,0.016811001,0.029295414,0.023053207
Santa Clara County,Estimate,Dec-19,0.012971072,0.028810817,0.020890944
Santa Clara County,Estimate,Jan-20,0.01458616,0.034277547,0.024431853
Santa Clara County,Estimate,Feb-20,0.011036503,0.034995282,0.023015892
Santa Clara County,Estimate,Mar-20,0.008129215,0.036717983,0.022423599
Santa Clara County,Estimate,April 2020,0.001687617,0.035232175,0.018459896
Santa Clara County,Estimate,May-20,-0.00219347,0.036605823,0.017206176
Santa Clara County,Estimate,Jun-20,-0.000639602,0.043692823,0.02152661
Santa Clara County,Estimate,Jul-20,-0.002076201,0.048051403,0.022987601
Santa Clara County,Estimate,Aug-20,-0.006724842,0.04944656,0.021360859
Santa Clara County,Estimate,Sep-20,-0.012519946,0.050105488,0.018792771
Santa Clara County,Estimate,Oct-20,-0.015814051,0.053303801,0.018744875
Santa Clara County,Estimate,Nov-20,-0.019665907,0.056165852,0.018249972
Santa Clara County,Estimate,Dec-20,-0.025291883,0.057467302,0.016087709
Santa Clara County,Actual,Jan-90,,,0.035158093
Santa Clara County,Actual,Feb-90,,,0.034813084
Santa Clara County,Actual,Mar-90,,,0.034684106
Santa Clara County,Actual,April 1990,,,0.037354634
Santa Clara County,Actual,May-90,,,0.037336142
Santa Clara County,Actual,Jun-90,,,0.039453718
Santa Clara County,Actual,Jul-90,,,0.041709994
Santa Clara County,Actual,Aug-90,,,0.039329092
Santa Clara County,Actual,Sep-90,,,0.042275264
Santa Clara County,Actual,Oct-90,,,0.043068957
Santa Clara County,Actual,Nov-90,,,0.045836788
Santa Clara County,Actual,Dec-90,,,0.045016077
Santa Clara County,Actual,Jan-91,,,0.054236086
Santa Clara County,Actual,Feb-91,,,0.055122757
Santa Clara County,Actual,Mar-91,,,0.056219671
Santa Clara County,Actual,April 1991,,,0.05444365
Santa Clara County,Actual,May-91,,,0.056032427
Santa Clara County,Actual,Jun-91,,,0.059667853
Santa Clara County,Actual,Jul-91,,,0.060435038
Santa Clara County,Actual,Aug-91,,,0.056434475
Santa Clara County,Actual,Sep-91,,,0.057913669
Santa Clara County,Actual,Oct-91,,,0.05707817
Santa Clara County,Actual,Nov-91,,,0.0582965
Santa Clara County,Actual,Dec-91,,,0.056235012
Santa Clara County,Actual,Jan-92,,,0.066254312
Santa Clara County,Actual,Feb-92,,,0.068715017
Santa Clara County,Actual,Mar-92,,,0.06772009
Santa Clara County,Actual,April 1992,,,0.066165951
Santa Clara County,Actual,May-92,,,0.067070995
Santa Clara County,Actual,Jun-92,,,0.072266542
Santa Clara County,Actual,Jul-92,,,0.071229375
Santa Clara County,Actual,Aug-92,,,0.068548856
Santa Clara County,Actual,Sep-92,,,0.06952505
Santa Clara County,Actual,Oct-92,,,0.066131318
Santa Clara County,Actual,Nov-92,,,0.068497996
Santa Clara County,Actual,Dec-92,,,0.065803414
Santa Clara County,Actual,Jan-93,,,0.071723487
Santa Clara County,Actual,Feb-93,,,0.072101791
Santa Clara County,Actual,Mar-93,,,0.069750974
Santa Clara County,Actual,April 1993,,,0.069220671
Santa Clara County,Actual,May-93,,,0.068068425
Santa Clara County,Actual,Jun-93,,,0.071907732
Santa Clara County,Actual,Jul-93,,,0.07295187
Santa Clara County,Actual,Aug-93,,,0.069653483
Santa Clara County,Actual,Sep-93,,,0.069158434
Santa Clara County,Actual,Oct-93,,,0.068372038
Santa Clara County,Actual,Nov-93,,,0.065463553
Santa Clara County,Actual,Dec-93,,,0.060666982
Santa Clara County,Actual,Jan-94,,,0.071386912
Santa Clara County,Actual,Feb-94,,,0.069463869
Santa Clara County,Actual,Mar-94,,,0.068019233
Santa Clara County,Actual,April 1994,,,0.06658025
Santa Clara County,Actual,May-94,,,0.062771835
Santa Clara County,Actual,Jun-94,,,0.064901593
Santa Clara County,Actual,Jul-94,,,0.066581306
Santa Clara County,Actual,Aug-94,,,0.06310397
Santa Clara County,Actual,Sep-94,,,0.060279488
Santa Clara County,Actual,Oct-94,,,0.057502352
Santa Clara County,Actual,Nov-94,,,0.053676992
Santa Clara County,Actual,Dec-94,,,0.048823949
Santa Clara County,Actual,Jan-95,,,0.057774102
Santa Clara County,Actual,Feb-95,,,0.053885155
Santa Clara County,Actual,Mar-95,,,0.053095266
Santa Clara County,Actual,April 1995,,,0.05500821
Santa Clara County,Actual,May-95,,,0.05109832
Santa Clara County,Actual,Jun-95,,,0.051135702
Santa Clara County,Actual,Jul-95,,,0.053536627
Santa Clara County,Actual,Aug-95,,,0.04825768
Santa Clara County,Actual,Sep-95,,,0.046227294
Santa Clara County,Actual,Oct-95,,,0.042697664
Santa Clara County,Actual,Nov-95,,,0.04043313
Santa Clara County,Actual,Dec-95,,,0.035545297
Santa Clara County,Actual,Jan-96,,,0.041537222
Santa Clara County,Actual,Feb-96,,,0.039215686
Santa Clara County,Actual,Mar-96,,,0.038479001
Santa Clara County,Actual,April 1996,,,0.037087755
Santa Clara County,Actual,May-96,,,0.036184211
Santa Clara County,Actual,Jun-96,,,0.036019811
Santa Clara County,Actual,Jul-96,,,0.038342541
Santa Clara County,Actual,Aug-96,,,0.035559987
Santa Clara County,Actual,Sep-96,,,0.036461246
Santa Clara County,Actual,Oct-96,,,0.03512829
Santa Clara County,Actual,Nov-96,,,0.034178611
Santa Clara County,Actual,Dec-96,,,0.031012867
Santa Clara County,Actual,Jan-97,,,0.035722161
Santa Clara County,Actual,Feb-97,,,0.033870437
Santa Clara County,Actual,Mar-97,,,0.033036296
Santa Clara County,Actual,April 1997,,,0.031307952
Santa Clara County,Actual,May-97,,,0.030151301
Santa Clara County,Actual,Jun-97,,,0.031643526
Santa Clara County,Actual,Jul-97,,,0.03264095
Santa Clara County,Actual,Aug-97,,,0.0307921
Santa Clara County,Actual,Sep-97,,,0.031021898
Santa Clara County,Actual,Oct-97,,,0.027465536
Santa Clara County,Actual,Nov-97,,,0.02565727
Santa Clara County,Actual,Dec-97,,,0.024428767
Santa Clara County,Actual,Jan-98,,,0.02946438
Santa Clara County,Actual,Feb-98,,,0.029005236
Santa Clara County,Actual,Mar-98,,,0.030020921
Santa Clara County,Actual,April 1998,,,0.028114141
Santa Clara County,Actual,May-98,,,0.028195686
Santa Clara County,Actual,Jun-98,,,0.032149611
Santa Clara County,Actual,Jul-98,,,0.034673053
Santa Clara County,Actual,Aug-98,,,0.036270513
Santa Clara County,Actual,Sep-98,,,0.03770994
Santa Clara County,Actual,Oct-98,,,0.037231805
Santa Clara County,Actual,Nov-98,,,0.034711265
Santa Clara County,Actual,Dec-98,,,0.031128405
Santa Clara County,Actual,Jan-99,,,0.036500156
Santa Clara County,Actual,Feb-99,,,0.034928579
Santa Clara County,Actual,Mar-99,,,0.033885935
Santa Clara County,Actual,April 1999,,,0.032498948
Santa Clara County,Actual,May-99,,,0.029287821
Santa Clara County,Actual,Jun-99,,,0.03288506
Santa Clara County,Actual,Jul-99,,,0.032914547
Santa Clara County,Actual,Aug-99,,,0.029940742
Santa Clara County,Actual,Sep-99,,,0.029501312
Santa Clara County,Actual,Oct-99,,,0.02729451
Santa Clara County,Actual,Nov-99,,,0.024846658
Santa Clara County,Actual,Dec-99,,,0.021752641
Santa Clara County,Actual,Jan-00,,,0.035198262
Santa Clara County,Actual,Feb-00,,,0.034657741
Santa Clara County,Actual,Mar-00,,,0.0346455
Santa Clara County,Actual,April 2000,,,0.030696066
Santa Clara County,Actual,May-00,,,0.03074102
Santa Clara County,Actual,Jun-00,,,0.033867714
Santa Clara County,Actual,Jul-00,,,0.034168326
Santa Clara County,Actual,Aug-00,,,0.032078834
Santa Clara County,Actual,Sep-00,,,0.029082064
Santa Clara County,Actual,Oct-00,,,0.027579698
Santa Clara County,Actual,Nov-00,,,0.026682013
Santa Clara County,Actual,Dec-00,,,0.023608944
Santa Clara County,Actual,Jan-01,,,0.029816514
Santa Clara County,Actual,Feb-01,,,0.029200125
Santa Clara County,Actual,Mar-01,,,0.034267264
Santa Clara County,Actual,April 2001,,,0.036625384
Santa Clara County,Actual,May-01,,,0.03862113
Santa Clara County,Actual,Jun-01,,,0.048801188
Santa Clara County,Actual,Jul-01,,,0.054206004
Santa Clara County,Actual,Aug-01,,,0.061651886
Santa Clara County,Actual,Sep-01,,,0.063108898
Santa Clara County,Actual,Oct-01,,,0.070903588
Santa Clara County,Actual,Nov-01,,,0.073351499
Santa Clara County,Actual,Dec-01,,,0.069902487
Santa Clara County,Actual,Jan-02,,,0.081501933
Santa Clara County,Actual,Feb-02,,,0.080338499
Santa Clara County,Actual,Mar-02,,,0.082075576
Santa Clara County,Actual,April 2002,,,0.08080582
Santa Clara County,Actual,May-02,,,0.077617329
Santa Clara County,Actual,Jun-02,,,0.084282974
Santa Clara County,Actual,Jul-02,,,0.084196308
Santa Clara County,Actual,Aug-02,,,0.084906727
Santa Clara County,Actual,Sep-02,,,0.083886473
Santa Clara County,Actual,Oct-02,,,0.085551114
Santa Clara County,Actual,Nov-02,,,0.087413395
Santa Clara County,Actual,Dec-02,,,0.084212968
Santa Clara County,Actual,Jan-03,,,0.090550267
Santa Clara County,Actual,Feb-03,,,0.087985083
Santa Clara County,Actual,Mar-03,,,0.08795971
Santa Clara County,Actual,April 2003,,,0.083981154
Santa Clara County,Actual,May-03,,,0.081206221
Santa Clara County,Actual,Jun-03,,,0.089922115
Santa Clara County,Actual,Jul-03,,,0.086276369
Santa Clara County,Actual,Aug-03,,,0.082766846
Santa Clara County,Actual,Sep-03,,,0.079826881
Santa Clara County,Actual,Oct-03,,,0.077070598
Santa Clara County,Actual,Nov-03,,,0.07636974
Santa Clara County,Actual,Dec-03,,,0.068666426
Santa Clara County,Actual,Jan-04,,,0.075819672
Santa Clara County,Actual,Feb-04,,,0.071627008
Santa Clara County,Actual,Mar-04,,,0.073429952
Santa Clara County,Actual,April 2004,,,0.066601371
Santa Clara County,Actual,May-04,,,0.062246777
Santa Clara County,Actual,Jun-04,,,0.066448008
Santa Clara County,Actual,Jul-04,,,0.06580223
Santa Clara County,Actual,Aug-04,,,0.060971157
Santa Clara County,Actual,Sep-04,,,0.057704113
Santa Clara County,Actual,Oct-04,,,0.057289127
Santa Clara County,Actual,Nov-04,,,0.057303097
Santa Clara County,Actual,Dec-04,,,0.053455657
Santa Clara County,Actual,Jan-05,,,0.058095355
Santa Clara County,Actual,Feb-05,,,0.058989453
Santa Clara County,Actual,Mar-05,,,0.057427447
Santa Clara County,Actual,April 2005,,,0.05311378
Santa Clara County,Actual,May-05,,,0.050488801
Santa Clara County,Actual,Jun-05,,,0.054143646
Santa Clara County,Actual,Jul-05,,,0.055143031
Santa Clara County,Actual,Aug-05,,,0.051952792
Santa Clara County,Actual,Sep-05,,,0.051979895
Santa Clara County,Actual,Oct-05,,,0.050537109
Santa Clara County,Actual,Nov-05,,,0.051034145
Santa Clara County,Actual,Dec-05,,,0.04458364
Santa Clara County,Actual,Jan-06,,,0.048099397
Santa Clara County,Actual,Feb-06,,,0.048010806
Santa Clara County,Actual,Mar-06,,,0.046970812
Santa Clara County,Actual,April 2006,,,0.043504977
Santa Clara County,Actual,May-06,,,0.041353846
Santa Clara County,Actual,Jun-06,,,0.045809919
Santa Clara County,Actual,Jul-06,,,0.048044423
Santa Clara County,Actual,Aug-06,,,0.045619117
Santa Clara County,Actual,Sep-06,,,0.043805363
Santa Clara County,Actual,Oct-06,,,0.042049299
Santa Clara County,Actual,Nov-06,,,0.043850139
Santa Clara County,Actual,Dec-06,,,0.040355513
Santa Clara County,Actual,Jan-07,,,0.046957355
Santa Clara County,Actual,Feb-07,,,0.045796963
Santa Clara County,Actual,Mar-07,,,0.045248329
Santa Clara County,Actual,April 2007,,,0.043813192
Santa Clara County,Actual,May-07,,,0.042267051
Santa Clara County,Actual,Jun-07,,,0.047641678
Santa Clara County,Actual,Jul-07,,,0.050322581
Santa Clara County,Actual,Aug-07,,,0.048797737
Santa Clara County,Actual,Sep-07,,,0.048057622
Santa Clara County,Actual,Oct-07,,,0.04781485
Santa Clara County,Actual,Nov-07,,,0.048147715
Santa Clara County,Actual,Dec-07,,,0.047736336
Santa Clara County,Actual,Jan-08,,,0.05078034
Santa Clara County,Actual,Feb-08,,,0.04975473
Santa Clara County,Actual,Mar-08,,,0.052393123
Santa Clara County,Actual,April 2008,,,0.049147794
Santa Clara County,Actual,May-08,,,0.053465347
Santa Clara County,Actual,Jun-08,,,0.059536172
Santa Clara County,Actual,Jul-08,,,0.063334474
Santa Clara County,Actual,Aug-08,,,0.064629714
Santa Clara County,Actual,Sep-08,,,0.06393891
Santa Clara County,Actual,Oct-08,,,0.067318626
Santa Clara County,Actual,Nov-08,,,0.071127802
Santa Clara County,Actual,Dec-08,,,0.075564167
Santa Clara County,Actual,Jan-09,,,0.089458689
Santa Clara County,Actual,Feb-09,,,0.095796788
Santa Clara County,Actual,Mar-09,,,0.102257182
Santa Clara County,Actual,April 2009,,,0.101052873
Santa Clara County,Actual,May-09,,,0.104113997
Santa Clara County,Actual,Jun-09,,,0.111225188
Santa Clara County,Actual,Jul-09,,,0.112927192
Santa Clara County,Actual,Aug-09,,,0.112542759
Santa Clara County,Actual,Sep-09,,,0.111556064
Santa Clara County,Actual,Oct-09,,,0.111872929
Santa Clara County,Actual,Nov-09,,,0.109562436
Santa Clara County,Actual,Dec-09,,,0.107573842
Santa Clara County,Actual,Jan-10,,,0.110482819
Santa Clara County,Actual,Feb-10,,,0.108794788
Santa Clara County,Actual,Mar-10,,,0.109633474
Santa Clara County,Actual,April 2010,,,0.104735196
Santa Clara County,Actual,May-10,,,0.101636147
Santa Clara County,Actual,Jun-10,,,0.104613385
Santa Clara County,Actual,Jul-10,,,0.105931747
Santa Clara County,Actual,Aug-10,,,0.104182346
Santa Clara County,Actual,Sep-10,,,0.101302616
Santa Clara County,Actual,Oct-10,,,0.099677072
Santa Clara County,Actual,Nov-10,,,0.101502146
Santa Clara County,Actual,Dec-10,,,0.096410146
Santa Clara County,Actual,Jan-11,,,0.100172154
Santa Clara County,Actual,Feb-11,,,0.097605498
Santa Clara County,Actual,Mar-11,,,0.096256684
Santa Clara County,Actual,April 2011,,,0.092236658
Santa Clara County,Actual,May-11,,,0.090967673
Santa Clara County,Actual,Jun-11,,,0.096131301
Santa Clara County,Actual,Jul-11,,,0.096282884
Santa Clara County,Actual,Aug-11,,,0.093869325
Santa Clara County,Actual,Sep-11,,,0.091600634
Santa Clara County,Actual,Oct-11,,,0.089972672
Santa Clara County,Actual,Nov-11,,,0.087377619
Santa Clara County,Actual,Dec-11,,,0.084129818
Santa Clara County,Actual,Jan-12,,,0.085964727
Santa Clara County,Actual,Feb-12,,,0.084934383
Santa Clara County,Actual,Mar-12,,,0.08361239
Santa Clara County,Actual,April 2012,,,0.077878341
Santa Clara County,Actual,May-12,,,0.077861953
Santa Clara County,Actual,Jun-12,,,0.082254697
Santa Clara County,Actual,Jul-12,,,0.083211831
Santa Clara County,Actual,Aug-12,,,0.0796875
Santa Clara County,Actual,Sep-12,,,0.073216326
Santa Clara County,Actual,Oct-12,,,0.073321646
Santa Clara County,Actual,Nov-12,,,0.071354598
Santa Clara County,Actual,Dec-12,,,0.069774654
Santa Clara County,Actual,Jan-13,,,0.074085555
Santa Clara County,Actual,Feb-13,,,0.070302031
Santa Clara County,Actual,Mar-13,,,0.067940114
Santa Clara County,Actual,April 2013,,,0.063166615
Santa Clara County,Actual,May-13,,,0.062448304
Santa Clara County,Actual,Jun-13,,,0.067974125
Santa Clara County,Actual,Jul-13,,,0.06803489
Santa Clara County,Actual,Aug-13,,,0.065045655
Santa Clara County,Actual,Sep-13,,,0.061650138
Santa Clara County,Actual,Oct-13,,,0.061863098
Santa Clara County,Actual,Nov-13,,,0.058528085
Santa Clara County,Actual,Dec-13,,,0.054883053
Santa Clara County,Actual,Jan-14,,,0.056882238
Santa Clara County,Actual,Feb-14,,,0.05742796
Santa Clara County,Actual,Mar-14,,,0.05661526
Santa Clara County,Actual,April 2014,,,0.049079755
Santa Clara County,Actual,May-14,,,0.04998473
Santa Clara County,Actual,Jun-14,,,0.052290887
Santa Clara County,Actual,Jul-14,,,0.055611424
Santa Clara County,Actual,Aug-14,,,0.053203259
Santa Clara County,Actual,Sep-14,,,0.049047141
Santa Clara County,Actual,Oct-14,,,0.04807021
Santa Clara County,Actual,Nov-14,,,0.047366843
Santa Clara County,Actual,Dec-14,,,0.042915873
Santa Clara County,Actual,Jan-15,,,0.047164179
Santa Clara County,Actual,Feb-15,,,0.044492998
Santa Clara County,Actual,Mar-15,,,0.043352889
Santa Clara County,Actual,April 2015,,,0.040246447
Santa Clara County,Actual,May-15,,,0.040715486
Santa Clara County,Actual,Jun-15,,,0.042404565
Santa Clara County,Actual,Jul-15,,,0.044062807
Santa Clara County,Actual,Aug-15,,,0.041392193
Santa Clara County,Actual,Sep-15,,,0.038730659
Santa Clara County,Actual,Oct-15,,,0.039517552
Santa Clara County,Actual,Nov-15,,,0.038895983
Santa Clara County,Actual,Dec-15,,,0.03697512
Santa Clara County,Actual,Jan-16,,,0.038529412
Santa Clara County,Actual,Feb-16,,,0.03842403
Santa Clara County,Actual,Mar-16,,,0.03894081
Santa Clara County,Actual,April 2016,,,0.036801409
Santa Clara County,Actual,May-16,,,0.034017595
Santa Clara County,Actual,Jun-16,,,0.039318226
Santa Clara County,Actual,Jul-16,,,0.040706087
Santa Clara County,Actual,Aug-16,,,0.039829853
Santa Clara County,Actual,Sep-16,,,0.03822334
Santa Clara County,Actual,Oct-16,,,0.038170897
Santa Clara County,Actual,Nov-16,,,0.035409391
Santa Clara County,Actual,Dec-16,,,0.033881803
Santa Clara County,Actual,Jan-17,,,0.03762089
Santa Clara County,Actual,Feb-17,,,0.035662651
Santa Clara County,Actual,Mar-17,,,0.033484076
Santa Clara County,Actual,April 2017,,,0.030935808
Santa Clara County,Actual,May-17,,,0.030012586
Santa Clara County,Actual,Jun-17,,,0.033797408
Santa Clara County,Actual,Jul-17,,,0.035069378
Santa Clara County,Actual,Aug-17,,,0.03433107
Santa Clara County,Actual,Sep-17,,,0.030129125
Santa Clara County,Actual,Oct-17,,,0.029041254
Santa Clara County,Actual,Nov-17,,,0.028456066
Santa Clara County,Actual,Dec-17,,,0.026933102
Santa Clara County,Actual,Jan-18,,,0.029283429
Santa Clara County,Actual,Feb-18,,,0.028513825
Santa Clara County,Actual,Mar-18,,,0.027255278
Santa Clara County,Actual,April 2018,,,0.024855491
Santa Clara County,Actual,May-18,,,0.022454659
Santa Clara County,Actual,Jun-18,,,0.028118172
Santa Clara County,Actual,Jul-18,,,0.027728002
Santa Clara County,Actual,Aug-18,,,0.027132521
Santa Clara County,Actual,Sep-18,,,0.0243138
Santa Clara County,Actual,Oct-18,,,0.02491238
Santa Clara County,Actual,Nov-18,,,0.02369042
Santa Clara County,Actual,Dec-18,,,0.023881442
Santa Clara County,Actual,Jan-19,,,0.029173725
Santa Clara County,Actual,Feb-19,,,0.026844378
Santa Clara County,Actual,Mar-19,,,0.028423529
Santa Clara County,Actual,April 2019,,,0.022874571
